path,title,asset_type,category,tags,description,source_type,source_title,source_url,license,artist,created_at
01_products/16_Centrifugal_pump_volute_Richards_1894.png,Centrifugal pump volute Richards 1894.png,product_photo,泵站设备,"离心泵,泵站,水泵,机电设备",公开产品/工程示意图片，可用于泵站设备方向的产品库检索和标书插图测试。,public_download,Wikimedia Commons - Centrifugal pump volute Richards 1894.png,https://commons.wikimedia.org/wiki/File:Centrifugal_pump_volute_Richards_1894.png,Public domain,John Richards,2026-04-28T08:41:38.244515+00:00
01_products/17_Warman_centrifugal_pump.jpg,Warman centrifugal pump.jpg,product_photo,泵站设备,"离心泵,泵站,水泵,机电设备",公开产品/工程示意图片，可用于泵站设备方向的产品库检索和标书插图测试。,public_download,Wikimedia Commons - Warman centrifugal pump.jpg,https://commons.wikimedia.org/wiki/File:Warman_centrifugal_pump.jpg,CC BY 2.5,Bernard S. Janse,2026-04-28T08:41:38.244515+00:00
01_products/18_250mm_Rain_Gauge.jpg,250mm Rain Gauge.jpg,product_photo,水利信息化产品,"雨量计,雨水情监测,监测终端",公开产品/工程示意图片，可用于水利信息化产品方向的产品库检索和标书插图测试。,public_download,Wikimedia Commons - 250mm Rain Gauge.jpg,https://commons.wikimedia.org/wiki/File:250mm_Rain_Gauge.jpg,CC BY 3.0,Bidgee,2026-04-28T08:41:38.244515+00:00
01_products/19_六角螺母 M12_脱敏规格图.png,六角螺母 M12,synthetic_product_spec,紧固件与标准件,"螺母,M12,标准件,规格参数",材质：304不锈钢；强度等级：A2-70；适用：水工金属结构连接,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.395588+00:00
01_products/20_六角螺母 M16_脱敏规格图.png,六角螺母 M16,synthetic_product_spec,紧固件与标准件,"螺母,M16,标准件,规格参数",材质：45#钢镀锌；强度等级：8级；适用：闸门埋件连接,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.419089+00:00
01_products/21_六角螺母 M20_脱敏规格图.png,六角螺母 M20,synthetic_product_spec,紧固件与标准件,"螺母,M20,标准件,规格参数",材质：不锈钢；执行标准：GB/T 6170；适用：泵站设备基础,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.441296+00:00
01_products/22_锁紧螺母 M24_脱敏规格图.png,锁紧螺母 M24,synthetic_product_spec,紧固件与标准件,"锁紧螺母,M24,防松,规格参数",结构：尼龙锁紧；表面：热镀锌；适用：振动设备连接,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.463288+00:00
01_products/23_地脚螺栓 M24x600_脱敏规格图.png,地脚螺栓 M24x600,synthetic_product_spec,紧固件与标准件,"地脚螺栓,M24,基础连接",规格：M24x600；材质：Q235B；适用：水泵机组基础固定,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.486208+00:00
01_products/24_地脚螺栓 M30x800_脱敏规格图.png,地脚螺栓 M30x800,synthetic_product_spec,紧固件与标准件,"地脚螺栓,M30,基础连接",规格：M30x800；材质：Q355B；适用：启闭机基础固定,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.508581+00:00
01_products/25_不锈钢螺栓 M16x80_脱敏规格图.png,不锈钢螺栓 M16x80,synthetic_product_spec,紧固件与标准件,"螺栓,M16,不锈钢",规格：M16x80；材质：304；适用：潮湿环境金属结构连接,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.530594+00:00
01_products/26_高强螺栓 M20x100_脱敏规格图.png,高强螺栓 M20x100,synthetic_product_spec,紧固件与标准件,"高强螺栓,M20,强度等级",规格：M20x100；强度等级：10.9级；适用：钢结构连接,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.552687+00:00
01_products/27_平垫圈 Φ16_脱敏规格图.png,平垫圈 Φ16,synthetic_product_spec,紧固件与标准件,"垫圈,Φ16,标准件",材质：304不锈钢；用途：分散连接压力、防松保护,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.573913+00:00
01_products/28_弹簧垫圈 Φ20_脱敏规格图.png,弹簧垫圈 Φ20,synthetic_product_spec,紧固件与标准件,"弹簧垫圈,Φ20,防松",材质：65Mn；表面：镀锌；用途：防松连接,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.594944+00:00
01_products/29_Francis 水轮机转轮_脱敏规格图.png,Francis 水轮机转轮,synthetic_product_spec,水轮机与水电设备,"Francis,水轮机,转轮",额定水头：20-120m；适用：中高水头水电站；参数为测试样例,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.616314+00:00
01_products/30_Kaplan 水轮机叶片_脱敏规格图.png,Kaplan 水轮机叶片,synthetic_product_spec,水轮机与水电设备,"Kaplan,叶片,可调桨",叶片形式：可调桨；适用：低水头大流量工况；参数为测试样例,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.638124+00:00
01_products/31_Pelton 冲击式转轮_脱敏规格图.png,Pelton 冲击式转轮,synthetic_product_spec,水轮机与水电设备,"Pelton,水斗,冲击式",适用：高水头小流量；结构：双水斗；参数为测试样例,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.658734+00:00
01_products/32_水轮机导叶组件_脱敏规格图.png,水轮机导叶组件,synthetic_product_spec,水轮机与水电设备,"导叶,调速,水轮机",材质：不锈钢铸件；功能：调节流量与水流方向,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.680737+00:00
01_products/33_水轮机主轴_脱敏规格图.png,水轮机主轴,synthetic_product_spec,水轮机与水电设备,"主轴,水轮机,机电设备",材质：合金钢锻件；检测：超声波探伤；参数为测试样例,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.702715+00:00
01_products/34_转轮叶片修复件_脱敏规格图.png,转轮叶片修复件,synthetic_product_spec,水轮机与水电设备,"叶片,修复,水电站检修",工艺：堆焊修复、打磨、动平衡复核；适用：检修工程,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.724386+00:00
01_products/35_闸门止水橡皮 P型_脱敏规格图.png,闸门止水橡皮 P型,synthetic_product_spec,金属结构与闸门,"止水,闸门,橡胶",形式：P型止水；材质：三元乙丙；适用：平面闸门止水,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.744940+00:00
01_products/36_平面钢闸门埋件_脱敏规格图.png,平面钢闸门埋件,synthetic_product_spec,金属结构与闸门,"闸门,埋件,金属结构",材质：Q355B；防腐：喷砂除锈+环氧涂层；参数为测试样例,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.766208+00:00
01_products/37_弧形闸门支铰_脱敏规格图.png,弧形闸门支铰,synthetic_product_spec,金属结构与闸门,"弧形闸门,支铰,金属结构",结构：铸钢支铰；检测：尺寸复核、无损检测,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.786964+00:00
01_products/38_卷扬式启闭机_脱敏规格图.png,卷扬式启闭机,synthetic_product_spec,金属结构与闸门,"启闭机,卷扬式,闸门",启闭力：2x160kN；控制方式：本地/远程；参数为测试样例,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.807256+00:00
01_products/39_螺杆式启闭机_脱敏规格图.png,螺杆式启闭机,synthetic_product_spec,金属结构与闸门,"启闭机,螺杆式,闸门",启闭力：100kN；适用：小型水闸和涵闸,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.828037+00:00
01_products/40_DN300 闸阀_脱敏规格图.png,DN300 闸阀,synthetic_product_spec,阀门与管件,"闸阀,DN300,管件",公称通径：DN300；压力等级：PN1.0；适用：输水管线,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.848066+00:00
01_products/41_DN600 蝶阀_脱敏规格图.png,DN600 蝶阀,synthetic_product_spec,阀门与管件,"蝶阀,DN600,管件",公称通径：DN600；驱动：电动；适用：泵站出水管,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.867734+00:00
01_products/42_伸缩节 DN500_脱敏规格图.png,伸缩节 DN500,synthetic_product_spec,阀门与管件,"伸缩节,DN500,管件",材质：球墨铸铁；密封：橡胶圈；适用：管道补偿,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.888679+00:00
01_products/43_离心泵机组 Q=500m3h_脱敏规格图.png,离心泵机组 Q=500m3h,synthetic_product_spec,泵站设备,"离心泵,泵站,流量参数",流量：500m3/h；扬程：28m；电机功率：75kW；参数为测试样例,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.909712+00:00
01_products/44_潜水轴流泵 22kW_脱敏规格图.png,潜水轴流泵 22kW,synthetic_product_spec,泵站设备,"轴流泵,潜水泵,泵站",功率：22kW；适用：排涝泵站；参数为测试样例,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.930379+00:00
01_products/45_泵站电机 75kW_脱敏规格图.png,泵站电机 75kW,synthetic_product_spec,泵站设备,"电机,泵站,机电设备",功率：75kW；防护等级：IP55；绝缘等级：F级,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.949739+00:00
01_products/46_雨量监测终端_脱敏规格图.png,雨量监测终端,synthetic_product_spec,水利信息化产品,"雨量计,RTU,雨水情监测",采集：翻斗雨量；通信：4G/NB-IoT；供电：太阳能,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.970120+00:00
01_products/47_雷达水位计_脱敏规格图.png,雷达水位计,synthetic_product_spec,水利信息化产品,"雷达水位计,水位监测,信息化",量程：0-20m；精度：±3mm；通信：RS485/4G,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:04.990338+00:00
01_products/48_视频监控球机_脱敏规格图.png,视频监控球机,synthetic_product_spec,水利信息化产品,"视频监控,球机,水库监控",像素：400万；功能：云台、夜视、防水；适用：水库大坝,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:05.011388+00:00
01_products/49_泵站自动化控制柜_脱敏规格图.png,泵站自动化控制柜,synthetic_product_spec,电气与自动化,"控制柜,PLC,泵站自动化",控制：PLC；接口：远程启停、状态采集、报警联动,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:05.032658+00:00
01_products/50_混凝土试块模具_脱敏规格图.png,混凝土试块模具,synthetic_product_spec,检测与试验设备,"试验检测,混凝土,模具",规格：150x150x150mm；用途：混凝土强度试件制作,synthetic_deidentified,AI标书系统脱敏合成产品规格图,,synthetic-demo,AI标书系统,2026-04-28T08:48:05.054489+00:00
