candidate_id,bid_volume,record_type,chapter_id,chapter_level,chapter_number,title,form_name,source_file,source_section,source_page,source_page_end,origin_type,source_tender_file,source_clause,match_method,confidence,review_status,content_role,fact_kind,evidence_strength,parameter_value_type,applicable_product,applicable_material,report_or_certificate_no,validity_status,reuse_decision,quality_tier,allowed_for_bid,table_index,table_rows,table_columns,media_relationship_id,media_target,media_sha256,media_width,media_height,content_sha256,notes
business-chapter-005,business,chapter,business-chapter-005,2,1.,1. 投标保证金,,assets/template_words/商务补充文件.docx,(三)补充文件 / 1. 投标保证金,6,6,uncertain,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,none,0.35,needs_manual_review,项目专属响应/承诺/偏差,,,,,"[""物资类通用""]",,needs_review,manual_review_before_skeleton_reuse,review_only,false,,,,,,,,,d6a8a1164b26e21d7e5cacb23e438117f6e886686487c3f698dc6556ce6d906a,
business-chapter-006,business,chapter,business-chapter-006,2,2.,2.投标人情况,,assets/template_words/商务补充文件.docx,(三)补充文件 / 2.投标人情况,7,7,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,2.投标人情况,normalized_exact,0.98,source_matched,泰昌可复用企业事实,,,,,"[""物资类通用""]",,needs_review,historical_reference_skeleton_candidate,review_only,false,,,,,,,,,8ec7850adddb59b5e19715cdae5b440b1cdf1a90ba89c3294dcc7a5fb2e1b842,
business-chapter-007,business,chapter,business-chapter-007,3,2.1.,2.1.投标人与国家电网公司系统人员关系说明,2.1.投标人与国家电网公司系统人员关系说明,assets/template_words/商务补充文件.docx,(三)补充文件 / 2.投标人情况 / 2.1.投标人与国家电网公司系统人员关系说明,7,7,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,投标人与国家电网公司系统人员关系说明,normalized_exact,0.98,source_matched,泰昌可复用企业事实,,,,,"[""物资类通用""]",,needs_review,historical_reference_skeleton_candidate,review_only,false,,,,,,,,,74eec80372d344aa7ebb398c7c61809d5de126fb1d059e43b42073950bc023bb,
business-media-0002,business,media,business-chapter-007,3,2.1.,2.1.投标人与国家电网公司系统人员关系说明,,assets/template_words/商务补充文件.docx,(三)补充文件 / 2.投标人情况 / 2.1.投标人与国家电网公司系统人员关系说明,7,7,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,投标人与国家电网公司系统人员关系说明,normalized_exact,0.98,source_matched,泰昌可复用企业事实,,,,,"[""物资类通用""]",,needs_review,inventory_only_needs_original_evidence_or_manual_promotion,review_only,false,,,,rId10,word/media/image2.png,4c8dd0dc0bdac2ff1a4980e1eae6d53c5a1c5b65a2e79aa793d44c399d51cd47,339,346,4c8dd0dc0bdac2ff1a4980e1eae6d53c5a1c5b65a2e79aa793d44c399d51cd47,Word内嵌媒体未导出；不得直接提升为正式图片资产
business-chapter-008,business,chapter,business-chapter-008,3,2.2,2.2投标人基本情况表,2.2投标人基本情况表,assets/template_words/商务补充文件.docx,(三)补充文件 / 2.投标人情况 / 2.2投标人基本情况表,8,8,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,投标人基本情况表,normalized_exact,0.98,source_matched,泰昌可复用企业事实,,,,,"[""物资类通用""]",,needs_review,historical_reference_skeleton_candidate,review_only,false,,,,,,,,,950fcc75c3c909548dc166fa80942c31b92ac35fe3694acc599bccef4eed3306,
business-table-002,business,table,business-chapter-008,3,2.2,2.2投标人基本情况表,2.2投标人基本情况表,assets/template_words/商务补充文件.docx,(三)补充文件 / 2.投标人情况 / 2.2投标人基本情况表,9,9,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,投标人基本情况表,normalized_exact,0.98,source_matched,泰昌可复用企业事实,,,,,"[""物资类通用""]",,needs_review,preserve_structure_review_before_reuse,review_only,false,2,15,7,,,,,,db82ba277d45cb27e73fddf84512204de9c6b3d2048d875ef1236837d9fc5758,首行：投标 人名称 | 河北泰昌电力器材科技有限公司
business-table-003,business,table,business-chapter-008,3,2.2,2.2投标人基本情况表,2.2投标人基本情况表,assets/template_words/商务补充文件.docx,(三)补充文件 / 2.投标人情况 / 2.2投标人基本情况表,9,9,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,投标人基本情况表,normalized_exact,0.98,source_matched,泰昌可复用企业事实,,,,,"[""物资类通用""]",,needs_review,preserve_structure_review_before_reuse,review_only,false,3,3,3,,,,,,b42e37c4f9494ed28579b96d6e3e06ba12a2b4fd491eaea6bc71af87da292cfc,首行：股东或上级管理单位名称 | 出资金额 （万元） | 出资比例 （%）
business-chapter-009,business,chapter,business-chapter-009,3,附：,附：国家企业信用信息公示系统（http://www.gsxt.gov.cn）查询的股东（企业或自然人）名称及详细出资情况截图,,assets/template_words/商务补充文件.docx,(三)补充文件 / 2.投标人情况 / 附：国家企业信用信息公示系统（http://www.gsxt.gov.cn）查询的股东（企业或自然人）名称及详细出资情况截图,9,9,reference_layout_only,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,evidence_layout_heuristic,0.68,needs_manual_review,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,manual_review_before_skeleton_reuse,review_only,false,,,,,,,,,ad4aa91741fb0aabfaa532dbf085054b1a151a361f3cc3a8ee899673b4906fc8,
business-media-0003,business,media,business-chapter-009,3,附：,附：国家企业信用信息公示系统（http://www.gsxt.gov.cn）查询的股东（企业或自然人）名称及详细出资情况截图,,assets/template_words/商务补充文件.docx,(三)补充文件 / 2.投标人情况 / 附：国家企业信用信息公示系统（http://www.gsxt.gov.cn）查询的股东（企业或自然人）名称及详细出资情况截图,9,9,reference_layout_only,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,evidence_layout_heuristic,0.68,needs_manual_review,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,inventory_only_needs_original_evidence_or_manual_promotion,review_only,false,,,,rId11,word/media/image3.png,e392b4ea069af61a956088c2803512a2292873c1bb8a5b1b3d2d18a238a803f5,957,356,e392b4ea069af61a956088c2803512a2292873c1bb8a5b1b3d2d18a238a803f5,Word内嵌媒体未导出；不得直接提升为正式图片资产
business-chapter-010,business,chapter,business-chapter-010,3,附：,附：股权证明材料,,assets/template_words/商务补充文件.docx,(三)补充文件 / 2.投标人情况 / 附：股权证明材料,10,10,reference_layout_only,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,evidence_layout_heuristic,0.68,needs_manual_review,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,manual_review_before_skeleton_reuse,review_only,false,,,,,,,,,943432bde11ac026ab2e118bbb5daa5c08df7b6278d5a13cad6e2d14fb513d96,
business-media-0004,business,media,business-chapter-010,3,附：,附：股权证明材料,,assets/template_words/商务补充文件.docx,(三)补充文件 / 2.投标人情况 / 附：股权证明材料,11,11,reference_layout_only,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,evidence_layout_heuristic,0.68,needs_manual_review,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,inventory_only_needs_original_evidence_or_manual_promotion,review_only,false,,,,rId12,word/media/image4.jpeg,27b367b237548fc2949b487117355d11679012cda1505ea66f6124d9fe9db4c6,1269,1794,27b367b237548fc2949b487117355d11679012cda1505ea66f6124d9fe9db4c6,Word内嵌媒体未导出；不得直接提升为正式图片资产
business-chapter-011,business,chapter,business-chapter-011,2,3.,3.企业法人营业执照,,assets/template_words/商务补充文件.docx,(三)补充文件 / 3.企业法人营业执照,11,11,reference_layout_only,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,evidence_layout_heuristic,0.68,needs_manual_review,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,manual_review_before_skeleton_reuse,review_only,false,,,,,,,,,244278e3ea04af6bc85b2a35d56843e690d1ceb58b96f4bed458fe0eda248ce5,
business-media-0005,business,media,business-chapter-011,2,3.,3.企业法人营业执照,,assets/template_words/商务补充文件.docx,(三)补充文件 / 3.企业法人营业执照,12,12,reference_layout_only,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,evidence_layout_heuristic,0.68,needs_manual_review,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,inventory_only_needs_original_evidence_or_manual_promotion,review_only,false,,,,rId13,word/media/image5.jpeg,e0a3ad8d2724c820f73929c352cbd9bc06c46482a9b56ae808eebd41c2f3f0b5,1269,898,e0a3ad8d2724c820f73929c352cbd9bc06c46482a9b56ae808eebd41c2f3f0b5,Word内嵌媒体未导出；不得直接提升为正式图片资产
business-chapter-012,business,chapter,business-chapter-012,2,4.,4.有效的税务登记证明,,assets/template_words/商务补充文件.docx,(三)补充文件 / 4.有效的税务登记证明,12,12,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,有效的税务登记证明（扫描件）,normalized_contains,0.87,source_matched,泰昌可复用企业事实,,,,,"[""物资类通用""]",,needs_review,historical_reference_skeleton_candidate,review_only,false,,,,,,,,,240fa7c953713895d9d2fd40baa6cac5d8c9ba61aaa7eff5fb88bb48c1513d65,
business-media-0006,business,media,business-chapter-012,2,4.,4.有效的税务登记证明,,assets/template_words/商务补充文件.docx,(三)补充文件 / 4.有效的税务登记证明,13,13,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,有效的税务登记证明（扫描件）,normalized_contains,0.87,source_matched,泰昌可复用企业事实,,,,,"[""物资类通用""]",,needs_review,inventory_only_needs_original_evidence_or_manual_promotion,review_only,false,,,,rId13,word/media/image5.jpeg,e0a3ad8d2724c820f73929c352cbd9bc06c46482a9b56ae808eebd41c2f3f0b5,1269,898,e0a3ad8d2724c820f73929c352cbd9bc06c46482a9b56ae808eebd41c2f3f0b5,Word内嵌媒体未导出；不得直接提升为正式图片资产
business-chapter-013,business,chapter,business-chapter-013,2,5.,5. 符合招标文件投标人资格要求的证明文件,,assets/template_words/商务补充文件.docx,(三)补充文件 / 5. 符合招标文件投标人资格要求的证明文件,13,13,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,5.符合招标文件投标人资格要求的证明文件,normalized_exact,0.98,source_matched,招标原文/评分项引用,,,,,"[""物资类通用""]",,needs_review,historical_reference_skeleton_candidate,review_only,false,,,,,,,,,b6e783d6e876efbae32a141d39e1ed472f6b3fe0e99b3d16c1c8e0e018b61d7a,
business-chapter-014,business,chapter,business-chapter-014,3,5.1.,5.1.符合投标邀请书投标人资格要求的证明文件（更新或补充）,5.1.符合投标邀请书投标人资格要求的证明文件（更新或补充）,assets/template_words/商务补充文件.docx,(三)补充文件 / 5. 符合招标文件投标人资格要求的证明文件 / 5.1.符合投标邀请书投标人资格要求的证明文件（更新或补充）,13,13,tender_conditional,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,5.1符合投标邀请书投标人资格要求的证明文件（更新或补充）,normalized_exact,0.98,source_matched,招标原文/评分项引用,,,,,"[""物资类通用""]",,needs_review,historical_reference_skeleton_candidate,review_only,false,,,,,,,,,0ade8edac657f7b097bc768839fcd2895dcab93fb1729a32bba236c2a2f41312,
business-chapter-015,business,chapter,business-chapter-015,4,5.1.1.,5.1.1.资格预审结果通知书,5.1.1.资格预审结果通知书,assets/template_words/商务补充文件.docx,(三)补充文件 / 5. 符合招标文件投标人资格要求的证明文件 / 5.1.符合投标邀请书投标人资格要求的证明文件（更新或补充） / 5.1.1.资格预审结果通知书,13,13,reference_layout_only,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,evidence_layout_heuristic,0.68,needs_manual_review,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,manual_review_before_skeleton_reuse,review_only,false,,,,,,,,,8b5fa9894da55727632e60df28b011d2535d28ecb5a0483d2be147cfa130ec21,
business-media-0007,business,media,business-chapter-015,4,5.1.1.,5.1.1.资格预审结果通知书,,assets/template_words/商务补充文件.docx,(三)补充文件 / 5. 符合招标文件投标人资格要求的证明文件 / 5.1.符合投标邀请书投标人资格要求的证明文件（更新或补充） / 5.1.1.资格预审结果通知书,13,13,reference_layout_only,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,evidence_layout_heuristic,0.68,needs_manual_review,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,inventory_only_needs_original_evidence_or_manual_promotion,review_only,false,,,,rId14,word/media/image6.jpeg,024217890bffe91af9a61079590d6b6538f9b6d5713a1c4c4744cc6eb1eeac24,1654,2339,024217890bffe91af9a61079590d6b6538f9b6d5713a1c4c4744cc6eb1eeac24,Word内嵌媒体未导出；不得直接提升为正式图片资产
business-chapter-016,business,chapter,business-chapter-016,4,5.1.2.,5.1.2.资质业绩凭证单,,assets/template_words/商务补充文件.docx,(三)补充文件 / 5. 符合招标文件投标人资格要求的证明文件 / 5.1.符合投标邀请书投标人资格要求的证明文件（更新或补充） / 5.1.2.资质业绩凭证单,14,14,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,资质业绩凭证单,normalized_exact,0.98,source_matched,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,historical_reference_skeleton_candidate,review_only,false,,,,,,,,,5f0245dc46c9a8b1b10fc302dbf9a7579695f5bd555c3c7dee8ff7dba2650bad,
business-media-0008,business,media,business-chapter-016,4,5.1.2.,5.1.2.资质业绩凭证单,,assets/template_words/商务补充文件.docx,(三)补充文件 / 5. 符合招标文件投标人资格要求的证明文件 / 5.1.符合投标邀请书投标人资格要求的证明文件（更新或补充） / 5.1.2.资质业绩凭证单,15,15,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,资质业绩凭证单,normalized_exact,0.98,source_matched,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,inventory_only_needs_original_evidence_or_manual_promotion,review_only,false,,,,rId15,word/media/image7.jpeg,6a61670906d9370c90bf69ecddf730ca9d45851420aca6cf024bedbf601168d1,1261,924,6a61670906d9370c90bf69ecddf730ca9d45851420aca6cf024bedbf601168d1,Word内嵌媒体未导出；不得直接提升为正式图片资产
business-chapter-017,business,chapter,business-chapter-017,3,5.2,5.2查询报告及截图,,assets/template_words/商务补充文件.docx,(三)补充文件 / 5. 符合招标文件投标人资格要求的证明文件 / 5.2查询报告及截图,15,15,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,查询报告及截图,normalized_exact,0.98,source_matched,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,historical_reference_skeleton_candidate,review_only,false,,,,,,,,,d08ff5299c5c4f7e56d2459a13fbe60a7cec308e86d5415792c87d8079457251,
business-chapter-018,business,chapter,business-chapter-018,4,5.2.1.,5.2.1.国家企业信用信息公示系统查询结果,,assets/template_words/商务补充文件.docx,(三)补充文件 / 5. 符合招标文件投标人资格要求的证明文件 / 5.2查询报告及截图 / 5.2.1.国家企业信用信息公示系统查询结果,15,15,uncertain,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,none,0.35,needs_manual_review,泰昌可复用企业事实,,,,,"[""物资类通用""]",,needs_review,manual_review_before_skeleton_reuse,review_only,false,,,,,,,,,146c6c2502eea9b904bb4cb1f6eafef3eafa4e688ea3b45a557f73b4c5e4721e,
business-chapter-019,business,chapter,business-chapter-019,5,（1）,（1）营业执照信息查询截图,,assets/template_words/商务补充文件.docx,(三)补充文件 / 5. 符合招标文件投标人资格要求的证明文件 / 5.2查询报告及截图 / 5.2.1.国家企业信用信息公示系统查询结果 / （1）营业执照信息查询截图,15,15,reference_layout_only,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,evidence_layout_heuristic,0.68,needs_manual_review,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,manual_review_before_skeleton_reuse,review_only,false,,,,,,,,,4e4f962174720a34e96176b580fb60998543753138cd008a7f9ce43af11e24bc,
business-media-0009,business,media,business-chapter-019,5,（1）,（1）营业执照信息查询截图,,assets/template_words/商务补充文件.docx,(三)补充文件 / 5. 符合招标文件投标人资格要求的证明文件 / 5.2查询报告及截图 / 5.2.1.国家企业信用信息公示系统查询结果 / （1）营业执照信息查询截图,15,15,reference_layout_only,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,evidence_layout_heuristic,0.68,needs_manual_review,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,inventory_only_needs_original_evidence_or_manual_promotion,review_only,false,,,,rId16,word/media/image8.png,0cd0b60034d10b7ce5a5507bc5953349d6a3176b49a76e3951dccaaa67becc60,1132,924,0cd0b60034d10b7ce5a5507bc5953349d6a3176b49a76e3951dccaaa67becc60,Word内嵌媒体未导出；不得直接提升为正式图片资产
business-chapter-020,business,chapter,business-chapter-020,5,（2）,（2）清算信息查询截图,,assets/template_words/商务补充文件.docx,(三)补充文件 / 5. 符合招标文件投标人资格要求的证明文件 / 5.2查询报告及截图 / 5.2.1.国家企业信用信息公示系统查询结果 / （2）清算信息查询截图,15,15,reference_layout_only,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,evidence_layout_heuristic,0.68,needs_manual_review,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,manual_review_before_skeleton_reuse,review_only,false,,,,,,,,,e34083eb668aae8d9e6b1184050c347eab6b9bb2b3cb563c354496443573a9d8,
business-media-0010,business,media,business-chapter-020,5,（2）,（2）清算信息查询截图,,assets/template_words/商务补充文件.docx,(三)补充文件 / 5. 符合招标文件投标人资格要求的证明文件 / 5.2查询报告及截图 / 5.2.1.国家企业信用信息公示系统查询结果 / （2）清算信息查询截图,15,15,reference_layout_only,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,evidence_layout_heuristic,0.68,needs_manual_review,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,inventory_only_needs_original_evidence_or_manual_promotion,review_only,false,,,,rId17,word/media/image9.png,60aef5ff73ee0ab53d8aa93d543dfe9ecdfa82e2c7cdf58ff0f48d8fe61a8e22,608,85,60aef5ff73ee0ab53d8aa93d543dfe9ecdfa82e2c7cdf58ff0f48d8fe61a8e22,Word内嵌媒体未导出；不得直接提升为正式图片资产
business-chapter-021,business,chapter,business-chapter-021,5,（3）,（3）行政处罚信息查询截图,,assets/template_words/商务补充文件.docx,(三)补充文件 / 5. 符合招标文件投标人资格要求的证明文件 / 5.2查询报告及截图 / 5.2.1.国家企业信用信息公示系统查询结果 / （3）行政处罚信息查询截图,16,16,reference_layout_only,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,evidence_layout_heuristic,0.68,needs_manual_review,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,manual_review_before_skeleton_reuse,review_only,false,,,,,,,,,91c3a9484c82f05d024590c7d41a7477c2265d7d81cf2ed1c1fcfce2d4e9bb11,
business-media-0011,business,media,business-chapter-021,5,（3）,（3）行政处罚信息查询截图,,assets/template_words/商务补充文件.docx,(三)补充文件 / 5. 符合招标文件投标人资格要求的证明文件 / 5.2查询报告及截图 / 5.2.1.国家企业信用信息公示系统查询结果 / （3）行政处罚信息查询截图,17,17,reference_layout_only,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,evidence_layout_heuristic,0.68,needs_manual_review,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,inventory_only_needs_original_evidence_or_manual_promotion,review_only,false,,,,rId18,word/media/image10.png,e027fba8f8f16581c0135615a1a51390cbcd55baec3d547cb93d4eeb928a745f,1098,676,e027fba8f8f16581c0135615a1a51390cbcd55baec3d547cb93d4eeb928a745f,Word内嵌媒体未导出；不得直接提升为正式图片资产
business-chapter-022,business,chapter,business-chapter-022,5,（4）,（4）纳入经营异常名录信息查询截图,,assets/template_words/商务补充文件.docx,(三)补充文件 / 5. 符合招标文件投标人资格要求的证明文件 / 5.2查询报告及截图 / 5.2.1.国家企业信用信息公示系统查询结果 / （4）纳入经营异常名录信息查询截图,16,16,reference_layout_only,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,evidence_layout_heuristic,0.68,needs_manual_review,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,manual_review_before_skeleton_reuse,review_only,false,,,,,,,,,5de3ecb9659e6d7053d7ea01d030030d785a27d293257f902650e7b463219b20,
business-media-0012,business,media,business-chapter-022,5,（4）,（4）纳入经营异常名录信息查询截图,,assets/template_words/商务补充文件.docx,(三)补充文件 / 5. 符合招标文件投标人资格要求的证明文件 / 5.2查询报告及截图 / 5.2.1.国家企业信用信息公示系统查询结果 / （4）纳入经营异常名录信息查询截图,16,16,reference_layout_only,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,evidence_layout_heuristic,0.68,needs_manual_review,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,inventory_only_needs_original_evidence_or_manual_promotion,review_only,false,,,,rId19,word/media/image11.png,f5ca248d5140064fe1eba652f1a8a8af2f8cdc7bd7dc95d32027e84d7050e9cc,1206,742,f5ca248d5140064fe1eba652f1a8a8af2f8cdc7bd7dc95d32027e84d7050e9cc,Word内嵌媒体未导出；不得直接提升为正式图片资产
