candidate_id,bid_volume,record_type,chapter_id,chapter_level,chapter_number,title,form_name,source_file,source_section,source_page,source_page_end,origin_type,source_tender_file,source_clause,match_method,confidence,review_status,content_role,fact_kind,evidence_strength,parameter_value_type,applicable_product,applicable_material,report_or_certificate_no,validity_status,reuse_decision,quality_tier,allowed_for_bid,table_index,table_rows,table_columns,media_relationship_id,media_target,media_sha256,media_width,media_height,content_sha256,notes
technical-chapter-005,technical,chapter,technical-chapter-005,3,1.1.,1.1.资格预审通知书,1.1.资格预审通知书,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 1.业绩文件 / 1.1.资格预审通知书,5,5,reference_layout_only,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,evidence_layout_heuristic,0.68,needs_manual_review,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,manual_review_before_skeleton_reuse,review_only,false,,,,,,,,,6151f1fd4e2c13649af20c673d26127ad3caa25807a504028b77c323498d6b61,
technical-media-0002,technical,media,technical-chapter-005,3,1.1.,1.1.资格预审通知书,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 1.业绩文件 / 1.1.资格预审通知书,5,5,reference_layout_only,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,evidence_layout_heuristic,0.68,needs_manual_review,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,inventory_only_needs_original_evidence_or_manual_promotion,review_only,false,,,,rId10,word/media/image2.jpeg,024217890bffe91af9a61079590d6b6538f9b6d5713a1c4c4744cc6eb1eeac24,1654,2339,024217890bffe91af9a61079590d6b6538f9b6d5713a1c4c4744cc6eb1eeac24,Word内嵌媒体未导出；不得直接提升为正式图片资产
technical-chapter-006,technical,chapter,technical-chapter-006,2,2.,2.技术特性参数表,2.技术特性参数表,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表,6,6,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,技术特性参数表,normalized_exact,0.98,source_matched,产品事实与结构化参数,,,,,"[""物资类通用""]",,needs_review,historical_reference_skeleton_candidate,review_only,false,,,,,,,,,81242f4cc6f8f612b750d0c924a5800511f0e5b17b031b94c1e9cc038cfaedf8,
technical-table-002,technical,table,technical-chapter-006,2,2.,2.技术特性参数表,2.技术特性参数表,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表,7,7,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,技术特性参数表,normalized_exact,0.98,source_matched,产品事实与结构化参数,,,,,"[""物资类通用""]",,needs_review,preserve_structure_review_before_reuse,review_only,false,2,7,5,,,,,,f78b859a5060481f94322bc774a19d14b7f8b43291fa3ace909d13c2600a84aa,首行：技术特性参数表 项目名称： 国家电网有限公司 2026 年西北、西藏区域第一次联合采购 10kV 电力电缆、架空绝缘导线协议库存公开招标采购项目 项目 编号： SL265 分标名称： 1kV 架空绝缘导线 - 新疆 分标编号： SL265A-1402005-0007
technical-fact-0005,technical,fact_candidate,technical-chapter-006,2,2.,历史项目招标编号 SL265,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表,7,7,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,技术特性参数表,normalized_exact,0.98,source_matched,泰昌历史编制内容候选,project_identifier,historical_document_text,not_a_parameter_value,"[""架空绝缘导线""]","[""架空绝缘导线""]",SL265,project_conflict_check_required,project_specific_do_not_reuse,review_only,false,,,,,,,,,738feab51fe7e166450efd6b11cc5871ec72e2ba8f1234721608c3582c2b4a70,项目专属字段；生成新标书时必须由本次招标文件覆盖
technical-fact-0006,technical,fact_candidate,technical-chapter-006,2,2.,历史项目招标编号 SL265A,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表,7,7,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,技术特性参数表,normalized_exact,0.98,source_matched,泰昌历史编制内容候选,project_identifier,historical_document_text,not_a_parameter_value,"[""架空绝缘导线""]","[""架空绝缘导线""]",SL265A,project_conflict_check_required,project_specific_do_not_reuse,review_only,false,,,,,,,,,1da507cb8ca761d8e60d300c90d82705f6b7d5fdcecbced2456de38fa79e2b3c,项目专属字段；生成新标书时必须由本次招标文件覆盖
technical-fact-0007,technical,fact_candidate,technical-chapter-006,2,2.,候选产品规格 200,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表,7,7,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,技术特性参数表,normalized_exact,0.98,source_matched,产品事实与结构化参数,candidate_product_spec,historical_product_list_only,product_list_specification,"[""架空绝缘导线""]","[""架空绝缘导线""]",200,coverage_unconfirmed,verify_report_and_current_goods_list_coverage,review_only,false,,,,,,,,,1e0dbd60795ef883369a0e31cb3f16ad10beca7cfe04248e2b9c2bacdff0ddef,产品清单规格不等于该规格已有检验报告支持
technical-fact-0008,technical,fact_candidate,technical-chapter-006,2,2.,泰昌电力公司 完全响应 本技术规范要求，提供的产品和方案按照国家标准执行，完全符合招标文件要求，满足招标人的需求。,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表,7,7,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,技术特性参数表,normalized_exact,0.98,source_matched,项目专属响应/承诺/偏差,generic_response,generic_statement_only,generic_response_not_value,[],"[""物资类通用""]",,not_parameter_evidence,do_not_write_to_parameter_layer,review_only,false,,,,,,,,,69c826016ac2d6ec22ad9ee3dabdad87233cf80e1f5b0bdf06493b7bfc8c9b5f,笼统响应不构成投标保证值或检验报告实测值
technical-chapter-007,technical,chapter,technical-chapter-007,3,,（G004-500013634-00006）,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表 / （G004-500013634-00006）,6,11,uncertain,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,none,0.35,needs_manual_review,泰昌历史编制内容候选,,,,,"[""物资类通用""]",,needs_review,manual_review_before_skeleton_reuse,review_only,false,,,,,,,,,cc0b2ae23070d44c27bcb15e890f8ba13435415c55d5a20feafb3169636cbfc1,
technical-fact-0009,technical,fact_candidate,technical-chapter-007,3,,固化ID G004-500013634-00006,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表 / （G004-500013634-00006）,6,6,uncertain,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,none,0.35,needs_manual_review,泰昌历史编制内容候选,fixed_parameter_id,historical_document_text,identifier_only,[],"[""物资类通用""]",G004-500013634-00006,applicability_needs_tender_confirmation,match_current_tender_before_use,review_only,false,,,,,,,,,a6d6fce1ba5ac529f14e53f212bbaae5caf418d22f0107f227f2f7bde19a96d0,固化ID不得跨物料、跨批次直接复用
technical-table-003,technical,table,technical-chapter-007,3,,（G004-500013634-00006）,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表 / （G004-500013634-00006）,6,6,uncertain,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,none,0.35,needs_manual_review,泰昌历史编制内容候选,,,,,"[""物资类通用""]",,needs_review,preserve_structure_review_before_reuse,review_only,false,3,2,4,,,,,,8820eda450fddddaca6d85a038ef4dac515e042c236b42f982824a2611381648,首行：序号 | 名称 | 项目需求值或表述 | 投标人保证值
technical-fact-0010,technical,fact_candidate,technical-chapter-007,3,,泰昌电力公司完全响应本技术规范要求，提供的产品和方案按照国家标准执行，完全符合招标文件要求，满足招标人的需求。,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表 / （G004-500013634-00006）,6,6,uncertain,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,none,0.35,needs_manual_review,项目专属响应/承诺/偏差,generic_response,generic_statement_only,generic_response_not_value,[],"[""物资类通用""]",,not_parameter_evidence,do_not_write_to_parameter_layer,review_only,false,,,,,,,,,0b6d35c74b2ac0b0920bdab67695658fa0b8ea76b4545bbf5485503b46924ada,笼统响应不构成投标保证值或检验报告实测值
technical-table-004,technical,table,technical-chapter-007,3,,（G004-500013634-00006）,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表 / （G004-500013634-00006）,9,9,uncertain,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,none,0.35,needs_manual_review,泰昌历史编制内容候选,,,,,"[""物资类通用""]",,needs_review,preserve_structure_review_before_reuse,review_only,false,4,6,7,,,,,,804e8e92fd522a5f1e7d3707c4fcaa586b4e771fd9aa1f71071a9aee3a4f3856,首行：序号 | 中类名称 | 小类名称 | 物料编码 | 物料描述 | 扩展描述 | 备注
technical-chapter-008,technical,chapter,technical-chapter-008,2,3.,3.货物组件材料配置表,3.货物组件材料配置表,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 3.货物组件材料配置表,12,12,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,货物组件材料配置表,normalized_exact,0.98,source_matched,产品事实与结构化参数,,,,,"[""物资类通用""]",,needs_review,historical_reference_skeleton_candidate,review_only,false,,,,,,,,,df64bec620b4310f47e9003edb1a64b06eb87b4cd7c24d2faf49555b98c4f1b9,
technical-fact-0011,technical,fact_candidate,technical-chapter-008,2,3.,历史项目招标编号 SL265,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 3.货物组件材料配置表,13,13,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,货物组件材料配置表,normalized_exact,0.98,source_matched,泰昌历史编制内容候选,project_identifier,historical_document_text,not_a_parameter_value,"[""架空绝缘导线""]","[""架空绝缘导线""]",SL265,project_conflict_check_required,project_specific_do_not_reuse,review_only,false,,,,,,,,,738feab51fe7e166450efd6b11cc5871ec72e2ba8f1234721608c3582c2b4a70,项目专属字段；生成新标书时必须由本次招标文件覆盖
technical-fact-0012,technical,fact_candidate,technical-chapter-008,2,3.,历史项目招标编号 SL265A,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 3.货物组件材料配置表,13,13,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,货物组件材料配置表,normalized_exact,0.98,source_matched,泰昌历史编制内容候选,project_identifier,historical_document_text,not_a_parameter_value,"[""架空绝缘导线""]","[""架空绝缘导线""]",SL265A,project_conflict_check_required,project_specific_do_not_reuse,review_only,false,,,,,,,,,1da507cb8ca761d8e60d300c90d82705f6b7d5fdcecbced2456de38fa79e2b3c,项目专属字段；生成新标书时必须由本次招标文件覆盖
technical-fact-0013,technical,fact_candidate,technical-chapter-008,2,3.,候选产品规格 200,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 3.货物组件材料配置表,13,13,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,货物组件材料配置表,normalized_exact,0.98,source_matched,产品事实与结构化参数,candidate_product_spec,historical_product_list_only,product_list_specification,"[""架空绝缘导线""]","[""架空绝缘导线""]",200,coverage_unconfirmed,verify_report_and_current_goods_list_coverage,review_only,false,,,,,,,,,1e0dbd60795ef883369a0e31cb3f16ad10beca7cfe04248e2b9c2bacdff0ddef,产品清单规格不等于该规格已有检验报告支持
technical-table-005,technical,table,technical-chapter-008,2,3.,3.货物组件材料配置表,3.货物组件材料配置表,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 3.货物组件材料配置表,13,13,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,货物组件材料配置表,normalized_exact,0.98,source_matched,产品事实与结构化参数,,,,,"[""物资类通用""]",,needs_review,preserve_structure_review_before_reuse,review_only,false,5,16,9,,,,,,38c7c16efa242c2ace3927ef214607bd9f1cec91adc3743f46efee88135ec45f,首行：项目单位： 国网甘肃省 电力公司、 国网宁夏电力有限公司 、 国网青海省 电力公司、 国网新疆电力有限公司 、 国网西藏电力有限公司 、 国网陕西省 电力公司 | 项目名称： 国家电网有限公司2026年西北、西藏区域第一次联合采购10kV电力电缆、架空绝缘导线协议库存公开招标采购项目
technical-chapter-009,technical,chapter,technical-chapter-009,2,4.,4.符合招标文件投标人资格要求的证明文件,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 4.符合招标文件投标人资格要求的证明文件,13,13,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,5.符合招标文件投标人资格要求的证明文件,normalized_exact,0.98,source_matched,招标原文/评分项引用,,,,,"[""物资类通用""]",,needs_review,historical_reference_skeleton_candidate,review_only,false,,,,,,,,,bcf60f49dba1c2469cb55404e50394e6025a1f585c8479bf476e4f70a2a5273a,
technical-chapter-010,technical,chapter,technical-chapter-010,3,4.1、,4.1、资格预审通知书,4.1、资格预审通知书,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 4.符合招标文件投标人资格要求的证明文件 / 4.1、资格预审通知书,13,13,reference_layout_only,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,evidence_layout_heuristic,0.68,needs_manual_review,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,manual_review_before_skeleton_reuse,review_only,false,,,,,,,,,c81de5754edc9db25f949f6102b2d0dfe3478a82f84db36a1cb16c7da426527e,
technical-media-0003,technical,media,technical-chapter-010,3,4.1、,4.1、资格预审通知书,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 4.符合招标文件投标人资格要求的证明文件 / 4.1、资格预审通知书,13,13,reference_layout_only,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,,evidence_layout_heuristic,0.68,needs_manual_review,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,inventory_only_needs_original_evidence_or_manual_promotion,review_only,false,,,,rId10,word/media/image2.jpeg,024217890bffe91af9a61079590d6b6538f9b6d5713a1c4c4744cc6eb1eeac24,1654,2339,024217890bffe91af9a61079590d6b6538f9b6d5713a1c4c4744cc6eb1eeac24,Word内嵌媒体未导出；不得直接提升为正式图片资产
technical-chapter-011,technical,chapter,technical-chapter-011,3,4.2、,4.2、资质业绩凭证单,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 4.符合招标文件投标人资格要求的证明文件 / 4.2、资质业绩凭证单,14,14,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,资质业绩凭证单,normalized_exact,0.98,source_matched,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,historical_reference_skeleton_candidate,review_only,false,,,,,,,,,2563f18e18a31a5e5a951f6049234840d8b47311820ecb12fd1150fef132fa31,
technical-media-0004,technical,media,technical-chapter-011,3,4.2、,4.2、资质业绩凭证单,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 4.符合招标文件投标人资格要求的证明文件 / 4.2、资质业绩凭证单,15,15,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,资质业绩凭证单,normalized_exact,0.98,source_matched,正式证据包候选,,,,,"[""物资类通用""]",,needs_review,inventory_only_needs_original_evidence_or_manual_promotion,review_only,false,,,,rId13,word/media/image4.jpeg,6a61670906d9370c90bf69ecddf730ca9d45851420aca6cf024bedbf601168d1,1261,924,6a61670906d9370c90bf69ecddf730ca9d45851420aca6cf024bedbf601168d1,Word内嵌媒体未导出；不得直接提升为正式图片资产
technical-chapter-012,technical,chapter,technical-chapter-012,2,5.,5.针对评审要素，需要补充的其他文件,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件,15,15,tender_mandated,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,针对评审要素，需要补充的其他文件,normalized_exact,0.98,source_matched,招标原文/评分项引用,,,,,"[""物资类通用""]",,needs_review,historical_reference_skeleton_candidate,review_only,false,,,,,,,,,3274f7c75b04fce7f35200b6b304e52036fc2655d97f76ea038150de5b99d164,
technical-chapter-013,technical,chapter,technical-chapter-013,3,5.1.,5.1.产品制造质量控制,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制,15,15,tender_scoring_derived,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,5.针对评审要素，需要补充的其他文件,parent_scoring_section,0.78,needs_manual_review,产品事实与结构化参数,,,,,"[""物资类通用""]",,needs_review,manual_review_before_skeleton_reuse,review_only,false,,,,,,,,,a14069930f004a60f00364af50efd4ba3fbdb42a15c318fa728ee9cbf03da8a8,
technical-chapter-014,technical,chapter,technical-chapter-014,4,5.1.1.,5.1.1.原材料组部件进厂检验检测措施,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.1.原材料组部件进厂检验检测措施,15,18,tender_scoring_derived,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,5.针对评审要素，需要补充的其他文件,parent_scoring_section,0.78,needs_manual_review,产品事实与结构化参数,,,,,"[""物资类通用""]",,needs_review,manual_review_before_skeleton_reuse,review_only,false,,,,,,,,,eff4dfcff2e584d891e3cc1a89fb5bbb061fd7e646e0fd84cebea56ffb426631,
technical-fact-0014,technical,fact_candidate,technical-chapter-014,4,5.1.1.,熔体流动速率仪,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.1.原材料组部件进厂检验检测措施,16,16,tender_scoring_derived,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,5.针对评审要素，需要补充的其他文件,parent_scoring_section,0.78,needs_manual_review,泰昌历史编制内容候选,testing_equipment_candidate,historical_bid_evidence_index,not_a_parameter_value,[],"[""物资类通用""]",熔体流动速率仪,needs_current_asset_match,deduplicate_by_equipment_model_and_management_no,review_only,false,,,,,,,,,ac26e084ccac8cc4317d365873ae9274422c34119d9f7835a26f014719f8bccf,需与现有设备资产按设备型号、管理编号和有效证据归并
technical-fact-0015,technical,fact_candidate,technical-chapter-014,4,5.1.1.,行业规范：符合JG/T 3021《埋地式排水用硬聚氯乙烯（PVC-U）管材》（MPP参考其耐腐蚀、抗冲击要求）。,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.1.原材料组部件进厂检验检测措施,17,17,tender_scoring_derived,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,5.针对评审要素，需要补充的其他文件,parent_scoring_section,0.78,needs_manual_review,泰昌历史编制内容候选,technical_parameter_candidate,historical_bid_text_unverified,historical_numeric_text,"[""MPP""]","[""MPP""]",,needs_original_parameter_evidence,compare_structured_parameter_layer_before_use,review_only,false,,,,,,,,,0cb89c4fc37dc8408124bdbc239a93e6c32e047ca69cde6dcbbe9a82149532e0,精确数值缺少原始报告/招标条款绑定时不得进入正式参数层
technical-fact-0016,technical,fact_candidate,technical-chapter-014,4,5.1.1.,候选产品规格 50,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.1.原材料组部件进厂检验检测措施,17,17,tender_scoring_derived,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,5.针对评审要素，需要补充的其他文件,parent_scoring_section,0.78,needs_manual_review,产品事实与结构化参数,candidate_product_spec,historical_product_list_only,product_list_specification,"[""MPP""]","[""MPP""]",50,coverage_unconfirmed,verify_report_and_current_goods_list_coverage,review_only,false,,,,,,,,,ab7aedd0a3ca63f2a33abfd79f57ce90a813bf8c589cf61967fb5e9907862003,产品清单规格不等于该规格已有检验报告支持
technical-chapter-015,technical,chapter,technical-chapter-015,4,5.1.2.,5.1.2.生产工艺/质量管控体系,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.2.生产工艺/质量管控体系,19,19,tender_scoring_derived,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,5.针对评审要素，需要补充的其他文件,parent_scoring_section,0.78,needs_manual_review,产品事实与结构化参数,,,,,"[""物资类通用""]",,needs_review,manual_review_before_skeleton_reuse,review_only,false,,,,,,,,,dd9ba1f51a70c3b09b39f64700121a468c142fa431a23338c2b42bb0cb40de1f,
technical-chapter-016,technical,chapter,technical-chapter-016,5,5.1.2.1.,5.1.2.1. 电缆保护管MPP工艺流程,,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.2.生产工艺/质量管控体系 / 5.1.2.1. 电缆保护管MPP工艺流程,19,20,tender_scoring_derived,assets/template_words/包1_完整招标文件_92475576192439826/SL2655招标文件-预审.docx,5.针对评审要素，需要补充的其他文件,parent_scoring_section,0.78,needs_manual_review,产品事实与结构化参数,,,,,"[""MPP"", ""电缆保护管""]",,needs_review,manual_review_before_skeleton_reuse,review_only,false,,,,,,,,,3dbb76e04c05e93009e0019cbc10eced54258325c1e4fd3cb9dc31568fc75477,
