candidate_id,bid_volume,record_type,title,source_file,source_section,source_page,fact_kind,report_or_certificate_no,content_sha256,media_sha256,media_width,media_height,file_exact_status,visual_status,visual_phash,visual_hamming_distance,visual_protection_reason,text_status,business_key,business_status,dedup_status,match_scope,matched_record_ids,evidence_bundle_id,manual_review_required,promotion_eligible,quality_tier,allowed_for_bid,decision_reason
technical-chapter-005,technical,chapter,1.1.资格预审通知书,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 1.业绩文件 / 1.1.资格预审通知书,5,,,6151f1fd4e2c13649af20c673d26127ad3caa25807a504028b77c323498d6b61,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；该记录是结构/表单参考，不属于正式资产入库对象
technical-media-0002,technical,media,1.1.资格预审通知书,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 1.业绩文件 / 1.1.资格预审通知书,5,,,024217890bffe91af9a61079590d6b6538f9b6d5713a1c4c4744cc6eb1eeac24,024217890bffe91af9a61079590d6b6538f9b6d5713a1c4c4744cc6eb1eeac24,1654,2339,no_exact_match,no_visual_match,f0f0cacad4086c64,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核
technical-chapter-006,technical,chapter,2.技术特性参数表,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表,6,,,81242f4cc6f8f612b750d0c924a5800511f0e5b17b031b94c1e9cc038cfaedf8,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；该记录是结构/表单参考，不属于正式资产入库对象
technical-table-002,technical,table,2.技术特性参数表,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表,7,,,f78b859a5060481f94322bc774a19d14b7f8b43291fa3ace909d13c2600a84aa,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；该记录是结构/表单参考，不属于正式资产入库对象
technical-fact-0005,technical,fact_candidate,历史项目招标编号 SL265,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表,7,project_identifier,SL265,738feab51fe7e166450efd6b11cc5871ec72e2ba8f1234721608c3582c2b4a70,,,,no_exact_match,not_applicable,,,,not_checked,历史项目|SL265,same_business_key_historical_candidate,fact_conflict,,[],,True,False,review_only,False,历史项目专属编号/固化ID不得复用于新项目，必须以本次招标文件覆盖
technical-fact-0006,technical,fact_candidate,历史项目招标编号 SL265A,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表,7,project_identifier,SL265A,1da507cb8ca761d8e60d300c90d82705f6b7d5fdcecbced2456de38fa79e2b3c,,,,no_exact_match,not_applicable,,,,not_checked,历史项目|SL265A,same_business_key_historical_candidate,fact_conflict,,[],,True,False,review_only,False,历史项目专属编号/固化ID不得复用于新项目，必须以本次招标文件覆盖
technical-fact-0007,technical,fact_candidate,候选产品规格 200,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表,7,candidate_product_spec,200,1e0dbd60795ef883369a0e31cb3f16ad10beca7cfe04248e2b9c2bacdff0ddef,,,,exact_hash_match_historical_candidate,not_applicable,,,,not_checked,,not_applicable,duplicate_exact,historical_candidate,"[""technical-fact-0004""]",taichang-exact-a52d25d31e556a2ae3c4,False,False,review_only,False,候选与较早历史标书候选指纹完全一致，只保留首次出现的追溯关系
technical-fact-0008,technical,fact_candidate,泰昌电力公司 完全响应 本技术规范要求，提供的产品和方案按照国家标准执行，完全符合招标文件要求，满足招标人的需求。,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表,7,generic_response,,69c826016ac2d6ec22ad9ee3dabdad87233cf80e1f5b0bdf06493b7bfc8c9b5f,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；通用响应话术不得进入参数或企业事实层
technical-chapter-007,technical,chapter,（G004-500013634-00006）,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表 / （G004-500013634-00006）,6,,,cc0b2ae23070d44c27bcb15e890f8ba13435415c55d5a20feafb3169636cbfc1,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；该记录是结构/表单参考，不属于正式资产入库对象
technical-fact-0009,technical,fact_candidate,固化ID G004-500013634-00006,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表 / （G004-500013634-00006）,6,fixed_parameter_id,G004-500013634-00006,a6d6fce1ba5ac529f14e53f212bbaae5caf418d22f0107f227f2f7bde19a96d0,,,,no_exact_match,not_applicable,,,,not_checked,历史固化ID|G004-500013634-00006,no_business_match,fact_conflict,,[],,True,False,review_only,False,历史项目专属编号/固化ID不得复用于新项目，必须以本次招标文件覆盖
technical-table-003,technical,table,（G004-500013634-00006）,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表 / （G004-500013634-00006）,6,,,8820eda450fddddaca6d85a038ef4dac515e042c236b42f982824a2611381648,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；该记录是结构/表单参考，不属于正式资产入库对象
technical-fact-0010,technical,fact_candidate,泰昌电力公司完全响应本技术规范要求，提供的产品和方案按照国家标准执行，完全符合招标文件要求，满足招标人的需求。,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表 / （G004-500013634-00006）,6,generic_response,,0b6d35c74b2ac0b0920bdab67695658fa0b8ea76b4545bbf5485503b46924ada,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；通用响应话术不得进入参数或企业事实层
technical-table-004,technical,table,（G004-500013634-00006）,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 2.技术特性参数表 / （G004-500013634-00006）,9,,,804e8e92fd522a5f1e7d3707c4fcaa586b4e771fd9aa1f71071a9aee3a4f3856,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；该记录是结构/表单参考，不属于正式资产入库对象
technical-chapter-008,technical,chapter,3.货物组件材料配置表,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 3.货物组件材料配置表,12,,,df64bec620b4310f47e9003edb1a64b06eb87b4cd7c24d2faf49555b98c4f1b9,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；该记录是结构/表单参考，不属于正式资产入库对象
technical-fact-0011,technical,fact_candidate,历史项目招标编号 SL265,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 3.货物组件材料配置表,13,project_identifier,SL265,738feab51fe7e166450efd6b11cc5871ec72e2ba8f1234721608c3582c2b4a70,,,,no_exact_match,not_applicable,,,,not_checked,历史项目|SL265,same_business_key_historical_candidate,fact_conflict,,[],,True,False,review_only,False,历史项目专属编号/固化ID不得复用于新项目，必须以本次招标文件覆盖
technical-fact-0012,technical,fact_candidate,历史项目招标编号 SL265A,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 3.货物组件材料配置表,13,project_identifier,SL265A,1da507cb8ca761d8e60d300c90d82705f6b7d5fdcecbced2456de38fa79e2b3c,,,,no_exact_match,not_applicable,,,,not_checked,历史项目|SL265A,same_business_key_historical_candidate,fact_conflict,,[],,True,False,review_only,False,历史项目专属编号/固化ID不得复用于新项目，必须以本次招标文件覆盖
technical-fact-0013,technical,fact_candidate,候选产品规格 200,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 3.货物组件材料配置表,13,candidate_product_spec,200,1e0dbd60795ef883369a0e31cb3f16ad10beca7cfe04248e2b9c2bacdff0ddef,,,,exact_hash_match_historical_candidate,not_applicable,,,,not_checked,,not_applicable,duplicate_exact,historical_candidate,"[""technical-fact-0004""]",taichang-exact-a52d25d31e556a2ae3c4,False,False,review_only,False,候选与较早历史标书候选指纹完全一致，只保留首次出现的追溯关系
technical-table-005,technical,table,3.货物组件材料配置表,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 3.货物组件材料配置表,13,,,38c7c16efa242c2ace3927ef214607bd9f1cec91adc3743f46efee88135ec45f,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；该记录是结构/表单参考，不属于正式资产入库对象
technical-chapter-009,technical,chapter,4.符合招标文件投标人资格要求的证明文件,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 4.符合招标文件投标人资格要求的证明文件,13,,,bcf60f49dba1c2469cb55404e50394e6025a1f585c8479bf476e4f70a2a5273a,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；该记录是结构/表单参考，不属于正式资产入库对象
technical-chapter-010,technical,chapter,4.1、资格预审通知书,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 4.符合招标文件投标人资格要求的证明文件 / 4.1、资格预审通知书,13,,,c81de5754edc9db25f949f6102b2d0dfe3478a82f84db36a1cb16c7da426527e,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；该记录是结构/表单参考，不属于正式资产入库对象
technical-media-0003,technical,media,4.1、资格预审通知书,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 4.符合招标文件投标人资格要求的证明文件 / 4.1、资格预审通知书,13,,,024217890bffe91af9a61079590d6b6538f9b6d5713a1c4c4744cc6eb1eeac24,024217890bffe91af9a61079590d6b6538f9b6d5713a1c4c4744cc6eb1eeac24,1654,2339,exact_hash_match_historical_candidate,no_visual_match,f0f0cacad4086c64,,,not_checked,,not_applicable,duplicate_exact,historical_candidate,"[""technical-media-0002""]",taichang-exact-66066a3badcd4f274eb9,False,False,review_only,False,候选与较早历史标书候选指纹完全一致，只保留首次出现的追溯关系
technical-chapter-011,technical,chapter,4.2、资质业绩凭证单,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 4.符合招标文件投标人资格要求的证明文件 / 4.2、资质业绩凭证单,14,,,2563f18e18a31a5e5a951f6049234840d8b47311820ecb12fd1150fef132fa31,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；该记录是结构/表单参考，不属于正式资产入库对象
technical-media-0004,technical,media,4.2、资质业绩凭证单,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 4.符合招标文件投标人资格要求的证明文件 / 4.2、资质业绩凭证单,15,,,6a61670906d9370c90bf69ecddf730ca9d45851420aca6cf024bedbf601168d1,6a61670906d9370c90bf69ecddf730ca9d45851420aca6cf024bedbf601168d1,1261,924,no_exact_match,no_visual_match,d8b8e0c698c8c2c6,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核
technical-chapter-012,technical,chapter,5.针对评审要素，需要补充的其他文件,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件,15,,,3274f7c75b04fce7f35200b6b304e52036fc2655d97f76ea038150de5b99d164,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；该记录是结构/表单参考，不属于正式资产入库对象
technical-chapter-013,technical,chapter,5.1.产品制造质量控制,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制,15,,,a14069930f004a60f00364af50efd4ba3fbdb42a15c318fa728ee9cbf03da8a8,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；该记录是结构/表单参考，不属于正式资产入库对象
technical-chapter-014,technical,chapter,5.1.1.原材料组部件进厂检验检测措施,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.1.原材料组部件进厂检验检测措施,15,,,eff4dfcff2e584d891e3cc1a89fb5bbb061fd7e646e0fd84cebea56ffb426631,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；该记录是结构/表单参考，不属于正式资产入库对象
technical-fact-0014,technical,fact_candidate,熔体流动速率仪,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.1.原材料组部件进厂检验检测措施,16,testing_equipment_candidate,熔体流动速率仪,ac26e084ccac8cc4317d365873ae9274422c34119d9f7835a26f014719f8bccf,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核
technical-fact-0015,technical,fact_candidate,行业规范：符合JG/T 3021《埋地式排水用硬聚氯乙烯（PVC-U）管材》（MPP参考其耐腐蚀、抗冲击要求）。,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.1.原材料组部件进厂检验检测措施,17,technical_parameter_candidate,,0cb89c4fc37dc8408124bdbc239a93e6c32e047ca69cde6dcbbe9a82149532e0,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核
technical-fact-0016,technical,fact_candidate,候选产品规格 50,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.1.原材料组部件进厂检验检测措施,17,candidate_product_spec,50,ab7aedd0a3ca63f2a33abfd79f57ce90a813bf8c589cf61967fb5e9907862003,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核
technical-chapter-015,technical,chapter,5.1.2.生产工艺/质量管控体系,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.2.生产工艺/质量管控体系,19,,,dd9ba1f51a70c3b09b39f64700121a468c142fa431a23338c2b42bb0cb40de1f,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；该记录是结构/表单参考，不属于正式资产入库对象
technical-chapter-016,technical,chapter,5.1.2.1. 电缆保护管MPP工艺流程,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.2.生产工艺/质量管控体系 / 5.1.2.1. 电缆保护管MPP工艺流程,19,,,3dbb76e04c05e93009e0019cbc10eced54258325c1e4fd3cb9dc31568fc75477,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；该记录是结构/表单参考，不属于正式资产入库对象
technical-media-0005,technical,media,5.1.2.1. 电缆保护管MPP工艺流程,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.2.生产工艺/质量管控体系 / 5.1.2.1. 电缆保护管MPP工艺流程,19,,,99db87ea295d372313af2af157652c8408e15dcb2a0409f4d2bfbce008e3ae04,99db87ea295d372313af2af157652c8408e15dcb2a0409f4d2bfbce008e3ae04,1269,1795,no_exact_match,no_visual_match,d0c0ec6c0c000000,,blank_or_near_blank_page,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核
technical-chapter-017,technical,chapter,5.1.2.2.电缆保护管CPVC工艺流程,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.2.生产工艺/质量管控体系 / 5.1.2.2.电缆保护管CPVC工艺流程,21,,,dabeb0cda337c286574c5949a4598b0b822e02a9660f01ebc44e11894535f9d3,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；该记录是结构/表单参考，不属于正式资产入库对象
technical-media-0006,technical,media,5.1.2.2.电缆保护管CPVC工艺流程,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.2.生产工艺/质量管控体系 / 5.1.2.2.电缆保护管CPVC工艺流程,22,,,009c93d2fbf3f8ef5351b3a2d19ec13a429c99a0b08a7c6abd3725a86b1716b2,009c93d2fbf3f8ef5351b3a2d19ec13a429c99a0b08a7c6abd3725a86b1716b2,1654,2339,no_exact_match,no_visual_match,c0cac8bc9c000000,,blank_or_near_blank_page,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核
technical-chapter-018,technical,chapter,5.1.2.3.N-HAP电缆保护管工艺流程,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.2.生产工艺/质量管控体系 / 5.1.2.3.N-HAP电缆保护管工艺流程,23,,,e13e28c52e5b4a42b82ccf809d6cd39fc501d5e639931973f3ba10e3bad2e8cd,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；该记录是结构/表单参考，不属于正式资产入库对象
technical-chapter-019,technical,chapter,5.1.2.4.电缆保护管PE工艺流程,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.2.生产工艺/质量管控体系 / 5.1.2.4.电缆保护管PE工艺流程,24,,,73b3788939705204fe5b2eaef0c9eea7e10b08dbc7b7255b2d134dfa7a8e3559,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；该记录是结构/表单参考，不属于正式资产入库对象
technical-chapter-020,technical,chapter,5.1.2.5.各工序控制点工艺文件,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.2.生产工艺/质量管控体系 / 5.1.2.5.各工序控制点工艺文件,25,,,7f4e15ffbe97d54e18c2a4ff2c741b86a60eb691f735e6e923527f3a428865d7,,,,no_exact_match,not_applicable,,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核；该记录是结构/表单参考，不属于正式资产入库对象
technical-media-0007,technical,media,5.1.2.5.各工序控制点工艺文件,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.2.生产工艺/质量管控体系 / 5.1.2.5.各工序控制点工艺文件,26,,,659e82a90ddfc09181a2411f7481e1352f7676985524c37626de319c4038c71f,659e82a90ddfc09181a2411f7481e1352f7676985524c37626de319c4038c71f,554,784,no_exact_match,no_visual_match,60d0a4ec08c8c812,,blank_or_near_blank_page,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核
technical-media-0008,technical,media,5.1.2.5.各工序控制点工艺文件,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.2.生产工艺/质量管控体系 / 5.1.2.5.各工序控制点工艺文件,26,,,3f3577ad327c2d683e69ba7ed371fedab3f9fdef2b92868ff56d2883a57951f8,3f3577ad327c2d683e69ba7ed371fedab3f9fdef2b92868ff56d2883a57951f8,554,784,no_exact_match,no_visual_match,d0c060c0c8c8c560,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核
technical-media-0009,technical,media,5.1.2.5.各工序控制点工艺文件,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.2.生产工艺/质量管控体系 / 5.1.2.5.各工序控制点工艺文件,26,,,255bb29290085204e51f7ebde27a64deb12d03a70239f5e64d934d85f4bc1d61,255bb29290085204e51f7ebde27a64deb12d03a70239f5e64d934d85f4bc1d61,554,784,no_exact_match,no_visual_match,e0c0c4c0c0d0e408,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核
technical-media-0010,technical,media,5.1.2.5.各工序控制点工艺文件,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.2.生产工艺/质量管控体系 / 5.1.2.5.各工序控制点工艺文件,26,,,2da7e1fc594e3f785a3ca918877e437c3bae136cb3e9815fb3862b946c98b1ed,2da7e1fc594e3f785a3ca918877e437c3bae136cb3e9815fb3862b946c98b1ed,554,784,no_exact_match,no_visual_match,61c0c8c4ccccc401,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核
technical-media-0011,technical,media,5.1.2.5.各工序控制点工艺文件,assets/template_words/技术补充文件.docx,（二）专项投标文件 / 5.针对评审要素，需要补充的其他文件 / 5.1.产品制造质量控制 / 5.1.2.生产工艺/质量管控体系 / 5.1.2.5.各工序控制点工艺文件,26,,,d0309ee31a5894123432884b38b5e7a0446009883bd3ab936a3d91384433456c,d0309ee31a5894123432884b38b5e7a0446009883bd3ab936a3d91384433456c,554,784,no_exact_match,no_visual_match,d0c0c0d0c8080400,,,not_checked,,not_applicable,new,,[],,True,False,review_only,False,未发现可自动确认的重复；仍需进入 P0-05 标签和人工审核
