ingestion_batch_id,province,batch_no,package_no,package_code,material_category,source_file,table_index,row_number,table_type,parameter_name,required_value,response_value,deviation_status,risk_level,decision_reason,suggested_action,row_data
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)714025/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)/A171-500021527-00001 国家电网公司总部-配网标准化物资固化技术规范书-电缆保护管 CPVC.doc,2,3,dimension_parameter_table,公称内径 100,公称内径允许偏差: +0.6；承口内径允许偏差: +0.6；承口最小深度: 80,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""2"", ""公称内径"": ""100"", ""公称内径允许偏差"": ""+0.6"", ""承口内径允许偏差"": ""+0.6"", ""承口最小深度"": ""80""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)714025/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)/A171-500021527-00001 国家电网公司总部-配网标准化物资固化技术规范书-电缆保护管 CPVC.doc,2,4,dimension_parameter_table,公称内径 125,公称内径允许偏差: +0.7；承口内径允许偏差: +0.7；承口最小深度: 100,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""3"", ""公称内径"": ""125"", ""公称内径允许偏差"": ""+0.7"", ""承口内径允许偏差"": ""+0.7"", ""承口最小深度"": ""100""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)714025/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)/A171-500021527-00001 国家电网公司总部-配网标准化物资固化技术规范书-电缆保护管 CPVC.doc,2,5,dimension_parameter_table,公称内径 150,公称内径允许偏差: +0.8；承口内径允许偏差: +0.8；承口最小深度: 100,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""4"", ""公称内径"": ""150"", ""公称内径允许偏差"": ""+0.8"", ""承口内径允许偏差"": ""+0.8"", ""承口最小深度"": ""100""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)714025/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)/A171-500021527-00001 国家电网公司总部-配网标准化物资固化技术规范书-电缆保护管 CPVC.doc,2,6,dimension_parameter_table,公称内径 175,公称内径允许偏差: +0.9；承口内径允许偏差: +0.9；承口最小深度: 100,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""5"", ""公称内径"": ""175"", ""公称内径允许偏差"": ""+0.9"", ""承口内径允许偏差"": ""+0.9"", ""承口最小深度"": ""100""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)714025/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)/A171-500021527-00001 国家电网公司总部-配网标准化物资固化技术规范书-电缆保护管 CPVC.doc,2,7,dimension_parameter_table,公称内径 200,公称内径允许偏差: +1.0；承口内径允许偏差: +1.0；承口最小深度: 120,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""6"", ""公称内径"": ""200"", ""公称内径允许偏差"": ""+1.0"", ""承口内径允许偏差"": ""+1.0"", ""承口最小深度"": ""120""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)714025/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)/A171-500021527-00001 国家电网公司总部-配网标准化物资固化技术规范书-电缆保护管 CPVC.doc,2,8,dimension_parameter_table,公称内径 225,公称内径允许偏差: +1.1；承口内径允许偏差: +1.1；承口最小深度: 120,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""7"", ""公称内径"": ""225"", ""公称内径允许偏差"": ""+1.1"", ""承口内径允许偏差"": ""+1.1"", ""承口最小深度"": ""120""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)714025/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)/A171-500021527-00001 国家电网公司总部-配网标准化物资固化技术规范书-电缆保护管 CPVC.doc,2,9,dimension_parameter_table,公称内径 250,公称内径允许偏差: +1.2；承口内径允许偏差: +1.2；承口最小深度: 120,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""8"", ""公称内径"": ""250"", ""公称内径允许偏差"": ""+1.2"", ""承口内径允许偏差"": ""+1.2"", ""承口最小深度"": ""120""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)714025/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)/A171-500021527-00001 国家电网公司总部-配网标准化物资固化技术规范书-电缆保护管 CPVC.doc,2,10,dimension_parameter_table,公称内径 注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。,公称内径允许偏差: 注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。；承口内径允许偏差: 注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。；承口最小深度: 注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。"", ""公称内径"": ""注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。"", ""公称内径允许偏差"": ""注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。"", ""承口内径允许偏差"": ""注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。"", ""承口最小深度"": ""注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)714025/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)/A171-500021527-00001 国家电网公司总部-配网标准化物资固化技术规范书-电缆保护管 CPVC.doc,3,2,dimension_parameter_table,t＜6.0,公称壁厚: t＜6.0；公称壁厚允许偏差: +0.6,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""1"", ""公称壁厚"": ""t＜6.0"", ""公称壁厚允许偏差"": ""+0.6""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)714025/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)/A171-500021527-00001 国家电网公司总部-配网标准化物资固化技术规范书-电缆保护管 CPVC.doc,3,3,dimension_parameter_table,6.0≤t＜7.0,公称壁厚: 6.0≤t＜7.0；公称壁厚允许偏差: +0.7,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""2"", ""公称壁厚"": ""6.0≤t＜7.0"", ""公称壁厚允许偏差"": ""+0.7""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)714025/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)/A171-500021527-00001 国家电网公司总部-配网标准化物资固化技术规范书-电缆保护管 CPVC.doc,3,4,dimension_parameter_table,7.0≤t＜8.0,公称壁厚: 7.0≤t＜8.0；公称壁厚允许偏差: +0.8,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""3"", ""公称壁厚"": ""7.0≤t＜8.0"", ""公称壁厚允许偏差"": ""+0.8""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)714025/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)/A171-500021527-00001 国家电网公司总部-配网标准化物资固化技术规范书-电缆保护管 CPVC.doc,3,5,dimension_parameter_table,8.0≤t＜10.0,公称壁厚: 8.0≤t＜10.0；公称壁厚允许偏差: +1.0,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""4"", ""公称壁厚"": ""8.0≤t＜10.0"", ""公称壁厚允许偏差"": ""+1.0""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)714025/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)/A171-500021527-00001 国家电网公司总部-配网标准化物资固化技术规范书-电缆保护管 CPVC.doc,3,6,dimension_parameter_table,10.0≤t＜12.0,公称壁厚: 10.0≤t＜12.0；公称壁厚允许偏差: +1.2,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""5"", ""公称壁厚"": ""10.0≤t＜12.0"", ""公称壁厚允许偏差"": ""+1.2""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)714025/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)/A171-500021527-00001 国家电网公司总部-配网标准化物资固化技术规范书-电缆保护管 CPVC.doc,3,7,dimension_parameter_table,t≤12.0,公称壁厚: t≤12.0；公称壁厚允许偏差: +1.4,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""6"", ""公称壁厚"": ""t≤12.0"", ""公称壁厚允许偏差"": ""+1.4""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)714025/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)/A171-500021527-00001 国家电网公司总部-配网标准化物资固化技术规范书-电缆保护管 CPVC.doc,3,8,dimension_parameter_table,注：t为公称壁厚。,公称壁厚: 注：t为公称壁厚。；公称壁厚允许偏差: 注：t为公称壁厚。,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""注：t为公称壁厚。"", ""公称壁厚"": ""注：t为公称壁厚。"", ""公称壁厚允许偏差"": ""注：t为公称壁厚。""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)714025/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)/A171-500021527-00001 国家电网公司总部-配网标准化物资固化技术规范书-电缆保护管 CPVC.doc,4,2,performance_parameter_table,导管种类,,,informational,low,未识别到明确项目需求值或标准值，仅作为参数信息保留。,无需生成偏差判断，可在参数查询中展示。,"{""导管种类"": ""导管种类"", ""热塑性塑料实壁导管[环刚度(3%)"": ""氯化聚氯乙烯""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)714025/国家电网有限公司_电缆保护管 - 设备部(A171-500021527-00001)/A171-500021527-00001 国家电网公司总部-配网标准化物资固化技术规范书-电缆保护管 CPVC.doc,4,3,performance_parameter_table,环刚度等级,,,informational,low,未识别到明确项目需求值或标准值，仅作为参数信息保留。,无需生成偏差判断，可在参数查询中展示。,"{""导管种类"": ""环刚度等级"", ""热塑性塑料实壁导管[环刚度(3%)"": ""SN12""}"
