candidate_id,title_after_ingestion,source_group_title,source_page,evidence_type_label,actual_media_sha256,extracted_path,dedup_disposition,dedup_reason,matched_existing_asset_ids,quality,nearest_visual_match,ready_for_database_ingestion
technical-media-0015,泰昌各工序控制点工艺文件知识资料第009项,各工序控制点工艺文件,26,生产制造能力,dcb52085fc769b2f33177065efe62641ebfa13e844019ea4f24fcc1a7e082c8f,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌各工序控制点工艺文件知识资料第009项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""0ace701d-7497-4747-9319-b105623cdc79""]","{""valid"": true, ""file_size"": 62452, ""width"": 554, ""height"": 784, ""gray_mean"": 245.4967, ""gray_stddev"": 23.4283, ""white_ratio"": 0.822784, ""entropy"": 2.8854, ""quality_flags"": []}",{},False
technical-media-0016,泰昌各工序控制点工艺文件知识资料第010项,各工序控制点工艺文件,26,生产制造能力,4bccc3ea0de2e60452c6d01beaca58bccd692f27e091b48973d6d0923322528a,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌各工序控制点工艺文件知识资料第010项.jpeg,same_evidence_existing,现有资产已包含同名完整原始报告/资料，Word 内嵌页只作历史载体追溯,"[""02fde5cb-213a-440c-b065-fd81b92fea4c"", ""08a33561-73e0-479e-adea-5a2c8d188189"", ""0ace701d-7497-4747-9319-b105623cdc79"", ""0c32b11d-3934-4aec-8a85-61f0960207ae"", ""22f44722-7058-44d2-aa14-934480a40f79"", ""363024ed-32e1-4299-85ab-fc0f3cbc7c93"", ""3bd43343-b95f-43cb-8c2e-26a8bad0077f"", ""53586063-8b53-41ae-ae8e-c2c436a06513"", ""707d539c-0722-4a2e-9394-e0f91d3f1fc1"", ""71864f43-e824-442c-9be5-36fd228385c6"", ""8739c492-5a76-42b6-99a8-90ef52342962"", ""d26b86f1-5fe4-400a-8bc4-bf9899c23d76"", ""d4ebe096-79d7-4bb3-887b-a67aa5f4a028"", ""dd9a59ac-7733-4324-88c6-08e54d25a19e"", ""e8bf50f3-7d7e-423e-9725-6e36ab884254""]","{""valid"": true, ""file_size"": 53930, ""width"": 554, ""height"": 784, ""gray_mean"": 247.1707, ""gray_stddev"": 21.0669, ""white_ratio"": 0.851135, ""entropy"": 2.6722, ""quality_flags"": []}",{},False
technical-media-0017,泰昌各工序控制点工艺文件知识资料第011项,各工序控制点工艺文件,26,生产制造能力,271a1543c59e6947480acf38aaf44c082a897645f5da7ad0d4662f26628d6395,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌各工序控制点工艺文件知识资料第011项.jpeg,same_evidence_existing,现有资产已包含同名完整原始报告/资料，Word 内嵌页只作历史载体追溯,"[""02fde5cb-213a-440c-b065-fd81b92fea4c"", ""08a33561-73e0-479e-adea-5a2c8d188189"", ""0ace701d-7497-4747-9319-b105623cdc79"", ""0c32b11d-3934-4aec-8a85-61f0960207ae"", ""22f44722-7058-44d2-aa14-934480a40f79"", ""363024ed-32e1-4299-85ab-fc0f3cbc7c93"", ""3bd43343-b95f-43cb-8c2e-26a8bad0077f"", ""53586063-8b53-41ae-ae8e-c2c436a06513"", ""707d539c-0722-4a2e-9394-e0f91d3f1fc1"", ""71864f43-e824-442c-9be5-36fd228385c6"", ""8739c492-5a76-42b6-99a8-90ef52342962"", ""d26b86f1-5fe4-400a-8bc4-bf9899c23d76"", ""d4ebe096-79d7-4bb3-887b-a67aa5f4a028"", ""dd9a59ac-7733-4324-88c6-08e54d25a19e"", ""e8bf50f3-7d7e-423e-9725-6e36ab884254""]","{""valid"": true, ""file_size"": 54235, ""width"": 554, ""height"": 784, ""gray_mean"": 246.9943, ""gray_stddev"": 21.2644, ""white_ratio"": 0.847275, ""entropy"": 2.7006, ""quality_flags"": []}",{},False
technical-media-0018,泰昌各工序控制点工艺文件知识资料第012项,各工序控制点工艺文件,26,生产制造能力,79a55f8823e590b51fcb7a6443ecc42b70175d82b25ad922c6c41421cf351ec3,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌各工序控制点工艺文件知识资料第012项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""3bd43343-b95f-43cb-8c2e-26a8bad0077f""]","{""valid"": true, ""file_size"": 55083, ""width"": 554, ""height"": 784, ""gray_mean"": 247.2283, ""gray_stddev"": 20.8773, ""white_ratio"": 0.85173, ""entropy"": 2.6979, ""quality_flags"": []}",{},False
technical-media-0019,泰昌各工序控制点工艺文件知识资料第013项,各工序控制点工艺文件,26,生产制造能力,632678dfa88b2420d4f23396550057bf504f76bc507d9eec93fb8697aa45dbdf,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌各工序控制点工艺文件知识资料第013项.jpeg,quality_review_required,图片存在空白页、小图或低信息量风险，保留提取文件并转人工复核,[],"{""valid"": true, ""file_size"": 29461, ""width"": 554, ""height"": 784, ""gray_mean"": 251.0392, ""gray_stddev"": 13.8479, ""white_ratio"": 0.914383, ""entropy"": 1.9859, ""quality_flags"": [""image_file_too_small""]}",{},False
technical-media-0020,泰昌各工序控制点工艺文件知识资料第014项,各工序控制点工艺文件,26,生产制造能力,2edaf80994f0c3b49954be28df8287b880e684f861684618d0a78286efe4a639,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌各工序控制点工艺文件知识资料第014项.jpeg,same_evidence_existing,现有资产已包含同名完整原始报告/资料，Word 内嵌页只作历史载体追溯,"[""02fde5cb-213a-440c-b065-fd81b92fea4c"", ""08a33561-73e0-479e-adea-5a2c8d188189"", ""0ace701d-7497-4747-9319-b105623cdc79"", ""0c32b11d-3934-4aec-8a85-61f0960207ae"", ""22f44722-7058-44d2-aa14-934480a40f79"", ""363024ed-32e1-4299-85ab-fc0f3cbc7c93"", ""3bd43343-b95f-43cb-8c2e-26a8bad0077f"", ""53586063-8b53-41ae-ae8e-c2c436a06513"", ""707d539c-0722-4a2e-9394-e0f91d3f1fc1"", ""71864f43-e824-442c-9be5-36fd228385c6"", ""8739c492-5a76-42b6-99a8-90ef52342962"", ""d26b86f1-5fe4-400a-8bc4-bf9899c23d76"", ""d4ebe096-79d7-4bb3-887b-a67aa5f4a028"", ""dd9a59ac-7733-4324-88c6-08e54d25a19e"", ""e8bf50f3-7d7e-423e-9725-6e36ab884254""]","{""valid"": true, ""file_size"": 49401, ""width"": 554, ""height"": 784, ""gray_mean"": 247.9753, ""gray_stddev"": 19.8685, ""white_ratio"": 0.865601, ""entropy"": 2.5609, ""quality_flags"": []}",{},False
technical-media-0021,泰昌各工序控制点工艺文件知识资料第015项,各工序控制点工艺文件,26,生产制造能力,b7414915ffcba7f49300f2bde89540afb7ab896fab44a88f733c919abeba6e6c,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌各工序控制点工艺文件知识资料第015项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""363024ed-32e1-4299-85ab-fc0f3cbc7c93""]","{""valid"": true, ""file_size"": 54649, ""width"": 554, ""height"": 784, ""gray_mean"": 247.459, ""gray_stddev"": 20.3421, ""white_ratio"": 0.856018, ""entropy"": 2.7008, ""quality_flags"": []}",{},False
technical-media-0022,泰昌各工序控制点工艺文件知识资料第016项,各工序控制点工艺文件,26,生产制造能力,ee9e45d6905b273d3e7bd62ecb9f8bd33df508c71142f5cb1379200d2a580d08,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌各工序控制点工艺文件知识资料第016项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""71864f43-e824-442c-9be5-36fd228385c6""]","{""valid"": true, ""file_size"": 37266, ""width"": 554, ""height"": 784, ""gray_mean"": 250.1161, ""gray_stddev"": 15.9923, ""white_ratio"": 0.90535, ""entropy"": 2.1987, ""quality_flags"": []}",{},False
technical-media-0023,泰昌各工序控制点工艺文件知识资料第017项,各工序控制点工艺文件,26,生产制造能力,7534321db75d5c8cad4e6ad81196e008d5eca5898b4c56b436a8df643eea3786,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌各工序控制点工艺文件知识资料第017项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""02fde5cb-213a-440c-b065-fd81b92fea4c""]","{""valid"": true, ""file_size"": 30750, ""width"": 554, ""height"": 784, ""gray_mean"": 250.8999, ""gray_stddev"": 15.2848, ""white_ratio"": 0.926407, ""entropy"": 1.9545, ""quality_flags"": []}",{},False
technical-media-0024,泰昌各工序控制点工艺文件知识资料第018项,各工序控制点工艺文件,26,生产制造能力,9e77c46984c6433666a74f9673273302936b033747ab29aff15ec5dedddfbdc3,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌各工序控制点工艺文件知识资料第018项.jpeg,quality_review_required,图片存在空白页、小图或低信息量风险，保留提取文件并转人工复核,[],"{""valid"": true, ""file_size"": 26762, ""width"": 554, ""height"": 784, ""gray_mean"": 251.5985, ""gray_stddev"": 13.8456, ""white_ratio"": 0.938202, ""entropy"": 1.8462, ""quality_flags"": [""blank_or_near_blank_page"", ""image_file_too_small""]}",{},False
technical-media-0025,泰昌各工序控制点工艺文件知识资料第019项,各工序控制点工艺文件,26,生产制造能力,507f034362d35ce7f1d1dc976caabc58899afbb1338bbdd565d5f9c9aed4c4e5,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌各工序控制点工艺文件知识资料第019项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""e8bf50f3-7d7e-423e-9725-6e36ab884254""]","{""valid"": true, ""file_size"": 47164, ""width"": 554, ""height"": 784, ""gray_mean"": 248.2695, ""gray_stddev"": 20.4092, ""white_ratio"": 0.881393, ""entropy"": 2.4167, ""quality_flags"": []}",{},False
technical-media-0026,泰昌各工序控制点工艺文件知识资料第020项,各工序控制点工艺文件,26,生产制造能力,17a80d87339e8f767a99a564e3ff1a566bd5c788e0ad719cc21d5480ef9fe7e9,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌各工序控制点工艺文件知识资料第020项.jpeg,same_evidence_existing,现有资产已包含同名完整原始报告/资料，Word 内嵌页只作历史载体追溯,"[""02fde5cb-213a-440c-b065-fd81b92fea4c"", ""08a33561-73e0-479e-adea-5a2c8d188189"", ""0ace701d-7497-4747-9319-b105623cdc79"", ""0c32b11d-3934-4aec-8a85-61f0960207ae"", ""22f44722-7058-44d2-aa14-934480a40f79"", ""363024ed-32e1-4299-85ab-fc0f3cbc7c93"", ""3bd43343-b95f-43cb-8c2e-26a8bad0077f"", ""53586063-8b53-41ae-ae8e-c2c436a06513"", ""707d539c-0722-4a2e-9394-e0f91d3f1fc1"", ""71864f43-e824-442c-9be5-36fd228385c6"", ""8739c492-5a76-42b6-99a8-90ef52342962"", ""d26b86f1-5fe4-400a-8bc4-bf9899c23d76"", ""d4ebe096-79d7-4bb3-887b-a67aa5f4a028"", ""dd9a59ac-7733-4324-88c6-08e54d25a19e"", ""e8bf50f3-7d7e-423e-9725-6e36ab884254""]","{""valid"": true, ""file_size"": 37678, ""width"": 554, ""height"": 784, ""gray_mean"": 249.7435, ""gray_stddev"": 18.1022, ""white_ratio"": 0.90799, ""entropy"": 2.1033, ""quality_flags"": []}",{},False
technical-media-0027,泰昌各工序控制点工艺文件知识资料第021项,各工序控制点工艺文件,26,生产制造能力,d8827a51fd08930fa9b919cc5b8c0b28c97370e9d52bac02bba23705665df763,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌各工序控制点工艺文件知识资料第021项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""0c32b11d-3934-4aec-8a85-61f0960207ae""]","{""valid"": true, ""file_size"": 54079, ""width"": 554, ""height"": 784, ""gray_mean"": 247.2487, ""gray_stddev"": 21.5616, ""white_ratio"": 0.858871, ""entropy"": 2.6225, ""quality_flags"": []}",{},False
technical-media-0028,泰昌各工序控制点工艺文件知识资料第022项,各工序控制点工艺文件,26,生产制造能力,a1f824dc61d707ed8b17872b50e09fef914ea5b5bbc476dfb1b9ad952821cd6d,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌各工序控制点工艺文件知识资料第022项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""22f44722-7058-44d2-aa14-934480a40f79""]","{""valid"": true, ""file_size"": 47885, ""width"": 554, ""height"": 784, ""gray_mean"": 247.8869, ""gray_stddev"": 21.0002, ""white_ratio"": 0.874283, ""entropy"": 2.4259, ""quality_flags"": []}",{},False
technical-media-0029,泰昌生产制造环境知识资料第001项,生产制造环境,48,企业证明材料,8eb750b7219d324a07e86ecf9692ef2b45065976e88ff124306f172ab6b2f3d6,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌生产制造环境知识资料第001项.png,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""eb2c540a-38df-41d8-a95b-dfefd8f1478f""]","{""valid"": true, ""file_size"": 527478, ""width"": 796, ""height"": 520, ""gray_mean"": 136.5909, ""gray_stddev"": 89.8266, ""white_ratio"": 0.347687, ""entropy"": 5.4264, ""quality_flags"": []}",{},False
technical-media-0030,泰昌试组装环境知识资料第001项,试组装环境,49,企业证明材料,4e9fd741055fd5dd1dff13529cea7583e3070a36a702397ab3c50d9de6b777ac,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌试组装环境知识资料第001项.png,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""daf4a4c6-870f-442f-b592-71e86920948a""]","{""valid"": true, ""file_size"": 612542, ""width"": 812, ""height"": 509, ""gray_mean"": 171.572, ""gray_stddev"": 79.9388, ""white_ratio"": 0.379852, ""entropy"": 5.7686, ""quality_flags"": []}",{},False
technical-media-0039,泰昌ESG(环境、社会、公司治理)报告知识资料第001项,ESG(环境、社会、公司治理)报告,54,绿色低碳资料,b53ba493193200c68f5bd1e70bcac88fe17f08abfe67931db02f1d580754ec86,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌ESG(环境、社会、公司治理)报告知识资料第001项.jpeg,same_evidence_existing,现有资产已包含同名完整原始报告/资料，Word 内嵌页只作历史载体追溯,"[""01204750-6211-4aba-80a6-b8959260abae"", ""04fee70a-24de-4d1c-b24c-a41fa147a8bd"", ""06b3f434-203a-4cb9-80a3-86fb0e262b86"", ""0a0b3501-685f-4f94-afcb-a52a8a0dab40"", ""0d71fa45-e9eb-40dd-91da-5130950d1ece"", ""0ee9919d-f804-4449-a312-2a8ce5f5072e"", ""125d2583-5e5a-4997-9434-b27b3200e700"", ""13bf12a2-4a7d-42de-babd-9680fae3502c"", ""14eec353-cff1-4b45-881b-9486f2e83b9e"", ""1baab407-a010-43b3-96cc-641be080051b"", ""1fc9caf2-4d6a-4276-bc5e-166088483c68"", ""233be940-59d0-4e7b-a4cc-4b769c7d3983"", ""235ef865-9426-4e70-92bd-d0ca8c59f66a"", ""242aa3d6-d122-47af-9173-88df838e99c4"", ""2451250a-761b-4165-a29f-0cd981a408c2"", ""26ede6ce-c142-44fa-809b-0c8a92b15dd6"", ""2919ebfd-4ffc-49b9-af05-eabddc080247"", ""29f7debe-1c01-44f3-81a8-211dfb7c43b5"", ""2af47074-6e0b-43f0-b3ad-e6c980030caf"", ""2e44ca78-a44d-46e2-9e75-973de938e274"", ""30e1c078-4d8a-4f8c-bebc-1dfc5eabcc63"", ""34609586-812b-4494-8306-54cd8b4d366e"", ""354b1569-9fdf-43e5-a0a5-7de8b21e9822"", ""378fb388-6a12-4ce4-8cde-b780f334a2be"", ""3c043789-4ef8-4120-8fe2-96b10c9fb430"", ""44b64ee9-dd0b-4bb7-9b08-2a882c6478bd"", ""4b2ae438-c919-4ac0-996a-ec981b206a1a"", ""5715e991-3552-479c-b8d4-ac785bacff3f"", ""5a3f2f3d-92c3-4357-905c-760086cf577e"", ""5af50a3f-48c8-4618-acc8-3b9827819a85"", ""5c356061-c2e6-4e46-8585-04a615720612"", ""5ccedd8f-e36f-4621-a945-a920dd3d8cfc"", ""5f1c5dab-ca6a-4e18-958b-cefab067afdd"", ""5fc386e8-c8d0-413c-b2d4-a457ddfdcef1"", ""65d3bbcb-55cb-4bfa-b231-457c177a7075"", ""67221296-5b84-4403-bda5-af5c2d9647af"", ""686eb209-0085-4430-a544-3b3ea00207e8"", ""6a4fa846-1dba-4654-9484-544d872b99ed"", ""6c63b933-0267-433d-bd53-1200a97b2185"", ""6d2fb5c6-440f-4eea-a1b9-faf7a2fcde48"", ""6dec701b-5646-4bd4-878c-a9b48ce93c27"", ""6ee890a2-8a93-493b-9ddf-845f42f9c7b2"", ""73bd3dcd-eb58-405b-a1a5-5edb175dc7a2"", ""73d340c3-e812-41c2-93ff-79b7a9456d1a"", ""75479d87-b116-46b7-99fa-71c3b011a2a3"", ""7ffb77bc-f6be-44e2-8276-f46093c8afab"", ""843e724d-4000-4f30-aefc-8bbaa205c358"", ""85f993f3-3b7c-4642-84aa-5ee5b0e47353"", ""8c0536d0-0178-4754-83c0-e49f166139ec"", ""9083b415-3da5-4d6d-8027-a9945f3dbd08"", ""9401bbe3-b4d7-47b2-ab64-8088023f42fc"", ""95fe27f1-2206-4be3-b438-970f2f76c281"", ""97518e6f-1dcf-46e8-9ff9-6ce66843d53a"", ""a0e295ae-bdbd-482e-b6a1-01b533b0bdc8"", ""a36626e4-f4e9-4877-9473-10ffd74efb93"", ""a5fe4cb4-1de0-4e1c-9340-4a5732df0b5c"", ""b4335342-9f0e-4b7d-a045-56cbc90c4697"", ""b7e893bb-8f1a-496c-adf0-9b74b86c6fb4"", ""bb0e412b-92ce-40bf-8ecf-8d947c5ce5f5"", ""bc1994ab-56cc-4188-a2ab-f8ef6608982f"", ""c148d407-d627-46de-a090-38859656fc93"", ""c31bbe74-7060-45e4-a190-72f32f69e6c8"", ""c4a7a32b-4c23-4562-a795-9b01d2822c90"", ""cc683960-9b1a-4108-b365-7674f23405bf"", ""ccb2fd3d-c0a4-4aa0-8198-69f78ed7ab35"", ""ccf5ac44-e4f4-47d1-af45-9611e82080a5"", ""cda5e452-8b99-430a-a73d-b9e3520ec066"", ""ce51628f-149f-492e-b518-00426ea4e3e1"", ""ce52e7bb-4794-46f2-8944-365f9323d713"", ""d92e05f2-fa21-443f-ac34-e1bae3d1521c"", ""dbc931b2-479f-4ae5-bd23-724ef5291e1b"", ""dd863bbc-1df7-4b33-8aae-532e480b9b14"", ""ec1bab5a-e4a6-4037-9d81-7a668f28d20c"", ""efdccd6a-5515-401c-be5c-cca3db226593"", ""f007483c-5845-42ca-b942-6ee75ede5b4e"", ""f5ffa6b2-f670-4240-91c8-79db0adf8808"", ""fb24cddf-38f5-4b2e-9de5-caacd780bcef"", ""ffd8b53a-962c-47eb-9ca2-45fc695bd4ed""]","{""valid"": true, ""file_size"": 211324, ""width"": 1268, ""height"": 876, ""gray_mean"": 228.4595, ""gray_stddev"": 48.7657, ""white_ratio"": 0.688004, ""entropy"": 3.535, ""quality_flags"": []}",{},False
