title,category,doc_type,source_org,source_url,file_path,tags,downloaded_at,sha256,status,error
彝良县长海子水库除险加固工程招标公告,01_tender_documents,招标公告,全国公共资源交易平台,https://www.ggzy.gov.cn/html/b/530000/0101/202512/19/00530522b7909cf34c8a80d04c0410736d30.shtml,01_tender_documents/13_彝良县长海子水库除险加固工程招标公告_fe22ab20.url.md,"水库除险加固,施工,公共资源交易",2026-04-28T06:20:41.015032+00:00,53399de4b879a2368b185b602af6df78519b40989ac678a5185023e24bc0eaf6,failed_url_saved,HTTPError: HTTP Error 404: Not Found
东莞市黄牛埔水库除险加固工程招标公告,01_tender_documents,招标公告,东莞市人民政府门户网站,https://www.dg.gov.cn/hj/ztzl/ggzyjy/ztbxx/zbgg/content/post_4326669.html,01_tender_documents/14_东莞市黄牛埔水库除险加固工程招标公告_8ba4c3c3.url.md,"水库除险加固,水利工程,招标公告",2026-04-28T06:20:41.015032+00:00,9f4028964a267223677daa29f2073f11c514c8a0e87da590906e140a917a7775,failed_url_saved,HTTPError: HTTP Error 404: Not Found
兰溪市双峰岭水库除险加固扩容工程勘察设计项目招标文件,01_tender_documents,招标文件PDF,浙江政务公开附件,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web3614/site/attach/0/1/603/%E5%85%B0%E6%BA%AA%E5%B8%82%E5%8F%8C%E5%B3%B0%E5%B2%AD%E6%B0%B4%E5%BA%93%E9%99%A4%E9%99%A9%E5%8A%A0%E5%9B%BA%EF%BC%88%E6%89%A9%E5%AE%B9%EF%BC%89%E5%B7%A5%E7%A8%8B%E5%8B%98%E5%AF%9F%E8%AE%BE%E8%AE%A1%E9%A1%B9%E7%9B%AE-%E6%8B%9B%E6%A0%87%E6%96%87%E4%BB%B6.pdf,01_tender_documents/15_兰溪市双峰岭水库除险加固扩容工程勘察设计项目招标文件_150da92c.pdf,"水库除险加固,勘察设计,招标文件",2026-04-28T06:20:41.015032+00:00,d9f4904df8f8200d216a18e82c90cf3b7d022a127ede9145d789631cf2197d14,downloaded,
郏县老虎洞水库除险加固工程项目第一批监理招标文件,01_tender_documents,监理招标文件PDF,河南省政府采购网附件,https://zhumadian.zfcg.henan.gov.cn/cmsweb81e27e/nas/webfile2024/pdsjx/rootfiles/2023/10/20/1417391a249a41fa899fcbbb272d7299.pdf,01_tender_documents/16_郏县老虎洞水库除险加固工程项目第一批监理招标文件_7ec37b85.pdf,"水库除险加固,监理,招标文件",2026-04-28T06:20:41.015032+00:00,6b5ae227b04fcfe4f1328e54080aa083080e4815caf057cfbc6dcab9486e7a16,downloaded,
喀什噶尔河灌区骨干工程节水改造灌区信息化建设项目I标招标文件,01_tender_documents,招标文件PDF,新疆维吾尔自治区水利厅附件,https://slt.xinjiang.gov.cn/slt/uploadfiles/2018/8/13/1534161830624.pdf,01_tender_documents/17_喀什噶尔河灌区骨干工程节水改造灌区信息化建设项目I标招标文件_59165361.pdf,"灌区,节水改造,信息化,招标文件",2026-04-28T06:20:41.015032+00:00,cafea0800d02d8e75d1f1e377e69817b752931a5099edac7fbd0933fc9aa5ccb,downloaded,
塔里木河流域希尼尔水库除险加固工程施工监理I标二次招标文件,01_tender_documents,监理招标文件PDF,新疆维吾尔自治区水利厅附件,https://slt.xinjiang.gov.cn/slt/uploadfiles/2019/5/21/1558410432736.pdf,01_tender_documents/18_塔里木河流域希尼尔水库除险加固工程施工监理I标二次招标文件_55e3305e.pdf,"水库除险加固,施工监理,招标文件",2026-04-28T06:20:41.015032+00:00,b3ca90637bc7d6a2323181b35679f4b745d57cb2a59ae24bfec56d5e34736144,downloaded,
塔里木河流域希尼尔水库除险加固工程坝基防渗处理施工标招标文件,01_tender_documents,施工招标文件PDF,新疆维吾尔自治区水利厅附件,https://slt.xinjiang.gov.cn/slt/uploadfiles/2019/4/19/1555666040089.pdf,01_tender_documents/19_塔里木河流域希尼尔水库除险加固工程坝基防渗处理施工标招标文件_b7a2c0d3.pdf,"水库除险加固,坝基防渗,施工,招标文件",2026-04-28T06:20:41.015032+00:00,b2e91214675d74230fd34e3e1d25f03681ed25ff78e781f1223801ea9a77faba,downloaded,
斋堂水库除险加固工程招标文件,01_tender_documents,招标文件PDF,北京市公共资源交易服务平台附件,https://ggzyfw.beijing.gov.cn/cmsbj/u/cms/cn.gov.bjggzyfw.www/202312/6060234282617.pdf,01_tender_documents/20_斋堂水库除险加固工程招标文件_c3304d03.url.md,"水库除险加固,招标文件,公共资源交易",2026-04-28T06:20:41.015032+00:00,53df75fa00475848412029dd79759df23abe7c1e134b526aef6f2713549e13ba,failed_url_saved,URLError: <urlopen error [SSL: BAD_ECPOINT] bad ecpoint (_ssl.c:1006)>
贵州省水利工程标准施工招标文件示范文本,03_standards_specs,示范文本PDF,贵州省水利厅附件,https://mwr.guizhou.gov.cn/gzdt/tzgg/tzwj/202407/P020240709338983332101.pdf,03_standards_specs/21_贵州省水利工程标准施工招标文件示范文本_617b85d4.pdf,"水利工程,标准施工招标文件,示范文本,评标办法",2026-04-28T06:20:41.015032+00:00,a4c16108215b10a832213a504e6dda5d088c91269e74a9ce1622d769f65da73c,downloaded,
water_conservancy_standards_catalog,03_standards_specs,自建话术模板,AI标书系统项目自建,,03_standards_specs/water_conservancy_standards_catalog.md,"水利投标,标准话术,RAG模板",2026-04-28T06:21:25.523423+00:00,c7a5812c93966677092d205099067c447f3cf7082d4dc8e76da29888542b2226,generated,
water_conservancy_section_library,04_standard_phrases,自建话术模板,AI标书系统项目自建,,04_standard_phrases/water_conservancy_section_library.md,"水利投标,标准话术,RAG模板",2026-04-28T06:21:25.523423+00:00,e4e639678dbaad6285978e3e7b265aa1d0cbff45f32a6deba46074efe63acd29,generated,
water_conservancy_rag_ingestion_notes,04_standard_phrases,自建话术模板,AI标书系统项目自建,,04_standard_phrases/water_conservancy_rag_ingestion_notes.md,"水利投标,标准话术,RAG模板",2026-04-28T06:21:25.523423+00:00,562eff9adcafe4caba4d23a108fe24aa873a26c20885e7e14ca767119d36dda7,generated,
qualification_response_phrases,04_standard_phrases,自建话术模板,AI标书系统项目自建,,04_standard_phrases/qualification_response_phrases.md,"水利投标,标准话术,RAG模板",2026-04-28T06:21:25.523423+00:00,614e1bd35720bdde7cf1886e581d9b5e644a3c5b224e116c3bcfbdc3bdc0ddd8,generated,
business_response_phrases,04_standard_phrases,自建话术模板,AI标书系统项目自建,,04_standard_phrases/business_response_phrases.md,"水利投标,标准话术,RAG模板",2026-04-28T06:21:25.523423+00:00,e9fcc763a48e7084ee17e7f55daf2ea96b5fc270505238411185bd4f72ae2862,generated,
technical_construction_organization_phrases,04_standard_phrases,自建话术模板,AI标书系统项目自建,,04_standard_phrases/technical_construction_organization_phrases.md,"水利投标,标准话术,RAG模板",2026-04-28T06:21:25.523423+00:00,3c44831eb30b00bd7d026318dca52365b4a01fab9d82561e80454a7e17687cc0,generated,
quality_safety_environment_phrases,04_standard_phrases,自建话术模板,AI标书系统项目自建,,04_standard_phrases/quality_safety_environment_phrases.md,"水利投标,标准话术,RAG模板",2026-04-28T06:21:25.523423+00:00,1fcf2ddb389ccafc395846ea0e8a9b4f55739b67fdf1053d7d43fb3319c2a610,generated,
bid_document_checklist,04_standard_phrases,自建话术模板,AI标书系统项目自建,,04_standard_phrases/bid_document_checklist.md,"水利投标,标准话术,RAG模板",2026-04-28T06:21:25.523423+00:00,c182a5b149708ab4513c88c054c16d68e0f874c601e0a7dcea126877a6558b05,generated,
